,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1907,35,management,married,university.degree,0,0,1,1,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1908,37,technician,single,high.school,0,0,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
1909,48,blue-collar,married,basic.6y,0,1,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1910,35,unemployed,married,basic.4y,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1911,47,technician,single,professional.course,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1912,29,admin.,single,university.degree,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
1913,53,self-employed,married,university.degree,0,1,0,1,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
1915,28,services,married,high.school,0,1,0,0,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1916,52,management,divorced,university.degree,0,1,0,0,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
1919,39,technician,married,professional.course,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1920,33,admin.,married,university.degree,0,1,0,0,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1921,53,technician,married,professional.course,0,1,0,1,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
1922,32,blue-collar,married,professional.course,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
1923,29,unemployed,single,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0
1924,36,admin.,married,high.school,0,1,0,1,jul,tue,7,999,0,nonexistent,-2.9,92.469,-33.6,0.937,5076.2,0
1925,24,technician,single,professional.course,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1926,49,blue-collar,married,basic.9y,0,0,0,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1927,28,admin.,single,university.degree,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1929,33,unemployed,married,high.school,0,1,1,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
1930,34,technician,single,university.degree,0,1,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1931,35,technician,married,professional.course,0,0,0,0,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
1932,39,unemployed,single,university.degree,0,1,0,0,dec,mon,1,6,2,success,-3,92.713,-33,0.706,5023.5,1
1934,29,admin.,single,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1936,32,admin.,single,university.degree,0,1,0,0,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1937,53,self-employed,married,basic.9y,0,1,0,0,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1939,37,technician,single,university.degree,0,0,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
1940,29,admin.,single,university.degree,0,1,0,0,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1941,51,management,married,basic.4y,0,0,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1942,30,admin.,single,university.degree,0,1,0,0,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
1944,39,blue-collar,married,basic.6y,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
1945,27,blue-collar,married,basic.4y,0,1,0,0,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1946,26,admin.,married,high.school,0,1,0,0,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
1947,31,blue-collar,single,basic.9y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1948,49,retired,divorced,professional.course,0,1,1,1,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1949,47,technician,married,professional.course,0,1,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1950,39,admin.,married,high.school,0,1,0,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1951,56,technician,married,professional.course,0,0,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1952,42,admin.,married,university.degree,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1953,44,admin.,married,high.school,0,1,1,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1954,52,services,married,high.school,0,1,0,1,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1955,25,services,single,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0
1956,36,admin.,single,university.degree,0,0,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1957,41,blue-collar,single,basic.9y,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
1958,37,technician,single,high.school,0,1,0,1,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
1959,38,management,married,university.degree,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
1960,34,blue-collar,married,basic.4y,0,0,0,0,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
1961,31,management,single,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1963,36,housemaid,divorced,basic.4y,0,1,0,0,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1965,39,technician,divorced,professional.course,0,1,1,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1966,32,admin.,married,high.school,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
1967,51,services,married,high.school,0,0,0,1,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1968,52,admin.,married,high.school,0,1,1,0,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
1969,55,technician,married,professional.course,0,0,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
1970,35,admin.,single,university.degree,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1971,41,admin.,married,university.degree,0,1,1,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
1972,29,blue-collar,married,high.school,0,0,0,1,jun,thu,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
1973,38,blue-collar,married,professional.course,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
1974,51,technician,married,high.school,0,0,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1975,35,entrepreneur,single,basic.9y,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
1976,34,admin.,single,high.school,0,1,0,0,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
1978,32,technician,married,professional.course,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
1980,56,self-employed,married,university.degree,0,0,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
1981,31,blue-collar,married,professional.course,0,1,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
1982,46,technician,divorced,university.degree,0,1,0,0,nov,fri,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,1
1985,31,technician,divorced,professional.course,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
1986,37,blue-collar,married,high.school,0,1,0,0,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1987,32,management,single,university.degree,0,1,0,0,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,0
1988,48,admin.,divorced,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
1992,38,blue-collar,single,high.school,0,1,1,1,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,0
1993,36,technician,married,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1994,55,blue-collar,divorced,basic.4y,0,0,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1996,42,admin.,married,university.degree,0,0,0,0,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1997,29,admin.,married,university.degree,0,0,0,0,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
1998,59,self-employed,married,university.degree,0,1,0,0,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1999,31,services,single,high.school,0,0,1,0,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2000,31,admin.,married,professional.course,0,0,1,0,dec,mon,2,999,1,failure,-3,92.713,-33,0.709,5023.5,1
2001,34,admin.,married,high.school,0,1,1,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2003,25,blue-collar,single,basic.4y,0,0,0,1,jun,wed,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
2005,37,technician,married,high.school,0,1,0,1,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2006,26,blue-collar,married,basic.4y,0,0,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
2007,24,blue-collar,single,basic.9y,0,1,0,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2008,37,services,divorced,basic.9y,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2009,28,admin.,single,professional.course,0,0,1,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0
2010,31,blue-collar,married,basic.9y,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2011,32,technician,single,university.degree,0,0,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2012,52,retired,married,basic.4y,0,0,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
2013,41,technician,married,professional.course,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2014,36,blue-collar,single,basic.6y,0,0,0,0,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1
2015,32,blue-collar,married,high.school,0,0,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
2016,24,services,single,professional.course,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2017,48,services,divorced,basic.4y,0,0,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2018,57,admin.,divorced,high.school,0,0,0,0,sep,tue,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,1
2019,36,technician,single,professional.course,0,0,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
2021,55,admin.,divorced,university.degree,0,1,0,1,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2022,34,admin.,divorced,university.degree,0,0,0,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
2024,33,management,single,university.degree,0,1,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2025,29,technician,single,university.degree,0,1,0,1,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2026,30,admin.,divorced,high.school,0,0,0,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2027,33,technician,married,professional.course,0,0,1,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
2028,31,blue-collar,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2029,47,admin.,married,university.degree,0,0,0,0,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2030,24,student,single,high.school,0,0,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
2031,30,management,married,university.degree,0,1,1,0,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2032,48,blue-collar,married,high.school,0,1,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
2033,29,self-employed,married,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
2034,47,technician,married,basic.9y,0,0,0,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
2035,32,technician,married,high.school,0,0,0,0,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
2037,48,entrepreneur,married,basic.6y,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
2038,34,technician,married,university.degree,0,0,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2039,42,admin.,single,high.school,0,0,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2040,33,technician,single,professional.course,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2041,28,unemployed,single,basic.4y,0,1,0,0,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,0
2043,43,management,married,high.school,0,1,1,0,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2044,28,technician,single,university.degree,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
2045,37,admin.,single,university.degree,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
2047,30,admin.,single,university.degree,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
2048,36,self-employed,single,university.degree,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
2049,50,management,married,university.degree,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2050,37,self-employed,married,basic.9y,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2051,30,admin.,single,high.school,0,1,0,0,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
2052,46,technician,single,university.degree,0,0,0,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
2053,34,technician,single,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
2054,52,admin.,divorced,basic.6y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
2056,43,services,married,university.degree,0,1,0,0,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2057,35,services,married,high.school,0,0,0,0,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0
2059,32,blue-collar,married,basic.9y,0,1,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
2060,31,technician,married,professional.course,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2061,41,blue-collar,married,basic.4y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
2062,29,blue-collar,married,high.school,0,1,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2063,53,blue-collar,married,basic.9y,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2064,47,admin.,married,high.school,0,1,0,0,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
2066,35,technician,single,professional.course,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2067,51,technician,married,basic.6y,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2069,59,admin.,married,university.degree,0,1,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
2070,31,management,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2071,31,admin.,divorced,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
2072,41,technician,married,professional.course,0,0,0,0,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2074,32,housemaid,single,high.school,0,0,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
2076,51,admin.,married,university.degree,0,1,0,0,jul,fri,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,1
2078,25,technician,single,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2079,33,management,married,university.degree,0,0,1,0,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
2081,28,services,single,university.degree,0,0,0,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2082,48,management,married,basic.9y,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
2083,28,blue-collar,single,basic.9y,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
2084,43,services,married,basic.9y,0,0,0,1,jun,thu,17,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
2085,29,management,single,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2086,36,blue-collar,divorced,high.school,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
2087,30,admin.,single,university.degree,0,1,0,0,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
2088,49,admin.,single,basic.6y,0,1,1,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
2089,55,admin.,married,high.school,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2090,34,management,single,university.degree,0,1,1,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
2091,29,management,married,university.degree,0,1,0,0,aug,thu,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,0
2092,35,admin.,single,university.degree,0,1,1,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
2094,42,housemaid,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2095,34,admin.,single,high.school,0,1,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
2097,39,admin.,married,university.degree,0,1,0,0,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2098,55,technician,married,basic.6y,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2101,45,admin.,married,university.degree,0,1,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2102,50,admin.,married,university.degree,0,1,0,0,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
2103,55,self-employed,married,basic.9y,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
2105,30,technician,married,high.school,0,0,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2106,32,housemaid,married,basic.4y,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2107,31,management,married,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2108,32,services,married,high.school,0,1,0,0,may,thu,12,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
2109,39,blue-collar,married,professional.course,0,0,0,1,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
2111,57,retired,married,professional.course,0,1,0,0,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1
2112,27,technician,married,university.degree,0,1,0,0,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
2113,44,admin.,married,university.degree,0,1,0,0,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1
2114,32,admin.,married,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
2115,37,housemaid,married,university.degree,0,1,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
2116,29,admin.,married,university.degree,0,0,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
2117,31,unemployed,single,university.degree,0,1,0,0,mar,tue,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,1
2119,32,technician,single,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2121,42,blue-collar,married,professional.course,0,1,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
2122,31,admin.,single,university.degree,0,0,1,0,nov,wed,2,3,6,success,-1.1,94.767,-50.8,1.048,4963.6,0
2124,33,self-employed,single,basic.4y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
2125,45,technician,married,professional.course,0,0,0,1,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
2126,30,admin.,married,university.degree,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
2127,30,admin.,single,university.degree,0,0,0,1,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
2128,53,self-employed,married,basic.9y,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2130,27,admin.,single,university.degree,0,1,0,0,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
2131,46,admin.,married,high.school,0,1,0,0,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
2132,29,admin.,single,university.degree,0,0,0,0,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
2133,43,management,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2134,26,admin.,single,university.degree,0,0,0,0,oct,fri,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,0
2135,47,admin.,married,university.degree,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
2137,29,self-employed,single,university.degree,0,1,1,0,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
2138,33,admin.,single,university.degree,0,0,0,0,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,1
2139,56,retired,married,high.school,0,1,1,0,aug,tue,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,0
2140,30,technician,single,university.degree,0,1,0,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
2141,32,technician,married,university.degree,0,0,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
2142,33,services,married,professional.course,0,0,0,0,oct,mon,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,0
2143,49,technician,married,university.degree,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2144,33,blue-collar,married,basic.6y,0,1,0,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
2145,58,self-employed,married,university.degree,0,0,0,0,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
2147,48,housemaid,married,high.school,0,0,0,0,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
2148,39,technician,married,basic.6y,0,0,0,0,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
2149,53,admin.,single,basic.6y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2152,44,blue-collar,single,basic.9y,0,1,1,0,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
2153,39,technician,married,professional.course,0,0,0,1,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,1
2154,30,self-employed,married,university.degree,0,1,0,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
2155,48,admin.,married,university.degree,0,1,0,0,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
2156,51,technician,divorced,high.school,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2157,29,admin.,married,university.degree,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
2158,38,blue-collar,single,high.school,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
2160,62,retired,single,university.degree,0,1,1,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
2161,30,technician,single,professional.course,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
2162,36,admin.,single,high.school,0,1,0,0,aug,fri,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,1
2163,32,student,single,university.degree,0,0,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
2164,56,unemployed,married,basic.9y,0,1,1,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
2165,39,admin.,married,high.school,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
2166,36,admin.,single,high.school,0,0,1,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
2167,36,technician,married,university.degree,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
