,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,housing_new
2183,27,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
2184,41,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2185,58,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2186,28,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2187,55,2,6,3,-1.7,94.027,-38.3,0.904,4991.6,1,0,0,1,1
2188,54,3,999,0,-1.1,94.601,-49.5,0.987,4963.6,0,0,1,0,0
2189,56,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2190,56,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,1
2191,40,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
2192,49,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
2193,30,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2194,29,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0
2195,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2196,30,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,0
2197,34,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2198,44,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
2199,32,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,0
2200,38,2,999,0,-1.1,94.76700000000001,-50.8,1.03,4963.6,1,0,1,0,0
2201,37,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,1
2202,29,23,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,0
2203,30,12,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2204,54,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,1,0,1
2205,43,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
2206,33,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2207,32,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2208,57,6,999,0,-1.1,94.76700000000001,-50.8,1.031,4963.6,0,0,1,0,1
2209,29,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2210,36,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2211,48,1,3,3,-1.8,93.876,-40.0,0.6679999999999999,5008.7,1,0,0,1,1
2212,30,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
2213,45,1,999,2,-3.4,92.37899999999999,-29.8,0.741,5017.5,0,1,0,0,1
2214,42,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,1
2215,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2216,28,9,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,1
2217,53,3,999,0,-2.9,92.963,-40.8,1.262,5076.2,1,0,1,0,1
2218,58,1,999,0,-1.1,94.601,-49.5,0.953,4963.6,0,0,1,0,1
2219,32,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
2220,31,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2221,53,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
2222,53,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2223,32,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2225,43,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
2226,44,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,0
2227,45,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,0
2228,41,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0
2229,64,1,999,0,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,0,1,0,1
2230,30,10,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2231,31,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,0
2232,27,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,0
2233,38,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
2234,37,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,0
2236,60,6,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
2237,50,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2238,34,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2239,45,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2240,39,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,1
2241,36,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2242,34,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,1,0,1,0,1
2243,31,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1,0,0,1
2244,27,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
2245,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2246,50,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2247,53,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
2248,27,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
2249,57,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2251,59,16,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
2252,49,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
2253,32,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
2254,34,4,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
2255,25,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2256,45,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2257,34,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,0
2258,29,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,0
2259,53,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2260,29,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
2261,39,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2262,40,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,1
2263,27,1,6,1,-1.8,93.369,-34.8,0.652,5008.7,1,0,0,1,1
2264,55,1,999,0,-3.4,92.431,-26.9,0.728,5017.5,0,0,1,0,1
2265,32,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2266,54,4,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2267,39,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,1
2268,43,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
2269,41,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,1
2270,26,1,999,1,-3.4,92.649,-30.1,0.7190000000000001,5017.5,0,1,0,0,0
2271,52,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
2272,44,2,4,1,-2.9,92.20100000000001,-31.4,0.879,5076.2,0,0,0,1,0
2273,38,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2275,44,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0
2276,27,4,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,1
2277,28,2,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,1,0,0
2278,47,2,999,0,-2.9,92.20100000000001,-31.4,0.843,5076.2,1,0,1,0,1
2279,34,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2280,55,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,1
2281,34,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
2282,25,3,999,0,-2.9,92.20100000000001,-31.4,0.838,5076.2,0,0,1,0,0
2283,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2284,35,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2285,50,4,999,3,-1.1,94.199,-37.5,0.878,4963.6,0,1,0,0,0
2286,22,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,0
2287,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
2288,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2289,34,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
2290,50,3,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
2291,25,1,999,1,-2.9,92.469,-33.6,1.044,5076.2,0,1,0,0,1
2292,51,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,1
2293,32,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2294,59,3,6,1,-3.0,92.713,-33.0,0.7,5023.5,0,0,0,1,1
2295,37,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,0
2296,40,1,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,0,0,0
2297,26,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
2298,32,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
2299,33,1,999,0,-1.8,93.075,-47.1,1.4980000000000002,5099.1,1,0,1,0,1
2300,35,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2301,32,12,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,1
2302,35,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2303,31,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,1,0,1,0,1
2304,38,3,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,0
2305,30,3,999,1,-1.7,94.027,-38.3,0.899,4991.6,1,1,0,0,0
2306,32,2,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,1,0,1,0,1
2307,44,3,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
2308,35,8,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2309,48,4,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0
2310,52,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0
2311,41,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
2312,65,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,0,0,1,0,0
2313,43,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2314,40,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0
2315,30,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,0
2316,66,1,999,1,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0,1,0,0,0
2317,44,1,999,0,-1.7,94.055,-39.8,0.72,4991.6,0,0,1,0,0
2318,35,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
2319,57,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2320,26,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2321,39,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
2323,35,2,999,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,1,0,0,1
2324,42,4,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0
2325,36,1,999,1,-3.4,92.431,-26.9,0.742,5017.5,0,1,0,0,0
2326,46,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,1,0,0
2327,35,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2328,24,4,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,1
2329,50,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,1
2330,36,6,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,0
2331,39,1,999,0,1.4,93.91799999999999,-42.7,4.966,5228.1,0,0,1,0,0
2332,57,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2333,42,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2334,31,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,0
2335,41,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0,1
2336,25,2,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,0
2337,58,6,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2338,33,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2339,42,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
2340,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2341,49,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2342,44,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2343,52,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,0
2344,26,2,999,2,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,0
2345,43,2,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,0
2346,43,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2347,26,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2348,34,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,1
2349,24,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2350,33,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2351,38,8,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
2352,31,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2353,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2354,25,2,999,1,-1.8,93.749,-34.6,0.643,5008.7,0,1,0,0,0
2355,26,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
2356,56,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2357,38,9,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2358,37,1,999,0,-3.4,92.649,-30.1,0.716,5017.5,0,0,1,0,1
2359,22,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,1
2360,50,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2361,34,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0
2362,35,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
2364,25,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2365,39,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,0
2366,52,1,999,1,-3.4,92.37899999999999,-29.8,0.797,5017.5,1,1,0,0,1
2367,48,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2368,44,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
2369,30,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2370,32,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2371,52,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,0
2372,44,2,999,0,-3.4,92.431,-26.9,0.742,5017.5,0,0,1,0,0
2373,29,3,3,1,-2.9,92.20100000000001,-31.4,0.873,5076.2,1,0,0,1,1
2374,41,5,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2375,26,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
2376,32,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,1
2377,31,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2378,29,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2379,58,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
2381,23,3,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,1
2382,50,2,999,0,1.1,93.994,-36.4,4.864,5191.0,1,0,1,0,1
2383,29,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,1,0,1,0,1
2384,31,3,999,0,1.4,93.444,-36.1,4.962,5228.1,0,0,1,0,1
2385,48,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2387,24,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0
2388,35,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2389,42,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2390,37,3,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,0
2391,33,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,1
2392,58,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2393,54,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2394,54,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
2395,39,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2396,48,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
2397,34,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
2398,28,3,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,0
2399,30,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2400,59,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
2401,29,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2402,25,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2403,47,1,999,1,-3.4,92.37899999999999,-29.8,0.755,5017.5,0,1,0,0,1
2404,32,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2405,30,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0
2406,24,1,999,0,-3.4,92.431,-26.9,0.7240000000000001,5017.5,0,0,1,0,0
2407,58,1,999,2,-1.1,94.199,-37.5,0.882,4963.6,0,1,0,0,0
2408,44,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0
2409,36,2,999,0,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0,0,1,0,1
2410,33,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2411,31,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,0
2412,38,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,1
2413,35,4,999,0,1.4,93.444,-36.1,4.962,5228.1,0,0,1,0,1
2414,29,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,0
2415,58,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2416,43,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2418,53,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2419,38,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,1
2420,36,4,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
2421,56,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2422,32,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,0
2423,48,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2424,31,4,999,0,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0,0,1,0,0
2425,50,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,1
2426,38,7,999,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,1
2427,34,16,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,0
2428,41,1,999,2,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,1
2429,51,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,1
2430,26,2,999,0,1.1,93.994,-36.4,4.859,5191.0,1,0,1,0,0
2431,34,3,3,2,-3.4,92.37899999999999,-29.8,0.773,5017.5,1,0,0,1,0
2432,41,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,0,0,1,0,1
2434,26,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,1
2435,32,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,0,1,0,1
2436,49,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,0
2437,39,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2439,52,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
2440,57,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,0
2441,38,5,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2442,31,2,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,0,0,0
2443,57,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2445,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2446,31,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2447,32,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
2448,40,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
2449,58,2,999,0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0,1
2450,44,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
2451,46,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
2452,47,2,999,1,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,1
2453,44,1,999,0,-1.8,92.84299999999999,-50.0,1.757,5099.1,0,0,1,0,1
2454,39,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2455,38,2,999,0,-1.8,92.84299999999999,-50.0,1.757,5099.1,1,0,1,0,1
2456,59,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2457,49,1,999,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,0,1,0,1
2458,51,3,999,0,-2.9,92.963,-40.8,1.215,5076.2,0,0,1,0,0
2459,55,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,1
2460,49,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,1
2461,44,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,1
2462,29,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,1
2463,49,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2464,49,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2465,45,3,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
2466,39,2,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,0
2467,35,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2468,55,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,0
2469,30,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,0
2470,26,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2471,37,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,1
2472,29,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2473,54,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,0
2474,35,3,999,0,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,0,0,1,0,0
2475,41,2,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,1
2476,31,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2477,30,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2478,43,3,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,0,0,1
2479,31,8,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2480,33,3,6,2,-3.4,92.431,-26.9,0.74,5017.5,1,0,0,1,1
2481,30,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2482,47,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2483,32,3,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1,0,0,1
2484,49,12,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2485,41,24,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
2486,60,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2487,42,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
2488,39,2,6,3,-1.8,93.876,-40.0,0.6829999999999999,5008.7,1,0,0,1,1
2489,52,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2490,29,4,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
2491,40,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2492,30,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,0
2493,38,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,0
2494,37,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2495,60,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
2496,26,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,1
2497,37,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2498,56,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
