,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,job_new
1956,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
1957,41,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,1
1958,37,2,999,2,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,9
1959,38,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,4
1960,34,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,0,0,1
1961,31,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,4
1962,39,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,9
1963,36,2,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,0,0,3
1964,38,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
1965,39,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,9
1966,32,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,0,1,0,0
1967,51,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,7
1968,52,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,0,0,0
1969,55,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,9
1970,35,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
1971,41,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
1972,29,13,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,1
1973,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
1974,51,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,9
1975,35,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,2
1976,34,2,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,0
1977,47,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,3
1978,32,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,9
1979,39,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1980,56,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,6
1981,31,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,1
1982,46,5,999,1,-0.1,93.2,-42.0,4.021,5195.8,1,1,0,0,9
1984,36,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,1
1985,31,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,9
1986,37,3,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
1987,32,2,999,0,-1.8,92.84299999999999,-50.0,1.703,5099.1,0,0,1,0,4
1988,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0
1989,51,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,2
1990,30,4,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,10
1991,37,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,9
1992,38,1,999,0,-1.7,94.055,-39.8,0.7290000000000001,4991.6,0,0,1,0,1
1993,36,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,9
1994,55,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
1995,51,2,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,7
1996,42,6,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
1997,29,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0
1998,59,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,0,0,6
1999,31,17,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,7
2000,31,2,999,1,-3.0,92.713,-33.0,0.7090000000000001,5023.5,1,1,0,0,0
2001,34,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2002,37,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2003,25,19,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
2004,34,3,999,2,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0,1,0,0,6
2005,37,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,9
2006,26,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,1
2007,24,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2008,37,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,7
2009,28,1,999,0,1.4,94.465,-41.8,4.955,5228.1,0,0,1,0,0
2010,31,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,1
2011,32,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,9
2012,52,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,5
2013,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
2014,36,1,999,0,-1.1,94.76700000000001,-50.8,1.046,4963.6,1,0,1,0,1
2015,32,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1,0,1
2016,24,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,7
2017,48,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,7
2018,57,1,3,5,-1.1,94.199,-37.5,0.877,4963.6,1,0,0,1,0
2019,36,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,9
2020,46,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1,0,0,7
2021,55,4,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2022,34,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,1,0,0,0
2023,37,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,3
2024,33,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,4
2025,29,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,9
2026,30,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2027,33,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,9
2028,31,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2029,47,3,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,0
2030,24,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,8
2031,30,4,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,4
2032,48,2,999,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,1
2033,29,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,6
2034,47,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,9
2035,32,3,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,9
2036,32,2,999,0,-1.7,94.215,-40.3,0.846,4991.6,1,0,1,0,7
2037,48,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,2
2038,34,2,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,9
2039,42,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2040,33,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,9
2041,28,2,4,1,-3.4,92.431,-26.9,0.752,5017.5,0,0,0,1,10
2042,58,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0,5
2043,43,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,4
2044,28,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,0,1,0,9
2045,37,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,1,0,0
2046,43,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2047,30,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,0
2048,36,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,6
2049,50,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,4
2050,37,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,6
2051,30,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0
2052,46,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,9
2053,34,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,9
2054,52,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0
2055,54,7,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,9
2056,43,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,7
2057,35,3,999,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,1,0,0,7
2058,40,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
2059,32,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
2060,31,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,9
2061,41,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
2062,29,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,1
2063,53,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
2064,47,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,0,0
2065,51,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,7
2066,35,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,9
2067,51,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,9
2068,44,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,1
2069,59,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0
2070,31,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,4
2071,31,2,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,0
2072,41,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,9
2073,32,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,7
2074,32,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,3
2076,51,5,999,0,-2.9,92.469,-33.6,0.9209999999999999,5076.2,1,0,1,0,0
2077,53,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,1
2078,25,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,9
2079,33,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,4
2080,41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2081,28,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,7
2082,48,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,0,1,0,4
2083,28,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,1
2084,43,17,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,7
2085,29,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,4
2086,36,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,1
2087,30,8,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,0,1,0,0
2088,49,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0
2089,55,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0
2090,34,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,4
2091,29,1,4,2,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,0,0,1,4
2092,35,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,1,0,0
2093,40,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,9
2094,42,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,3
2095,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0
2096,47,3,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,9
2097,39,4,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2098,55,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
2099,44,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,7
2100,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,1
2101,45,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2102,50,1,3,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,0,0,1,0
2103,55,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,1,0,6
2104,28,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
2105,30,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,9
2106,32,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,3
2107,31,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,4
2108,32,12,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,7
2109,39,5,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
2110,24,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,0,1,0,0
2111,57,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,1,0,1,0,5
2112,27,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,9
2113,44,2,999,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,1,0,1,0,0
2114,32,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,1,0,0
2115,37,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,3
2116,29,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2117,31,1,10,1,-1.8,93.369,-34.8,0.6459999999999999,5008.7,1,0,0,1,10
2118,58,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2119,32,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,9
2120,48,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,7
2121,42,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
2122,31,2,3,6,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,0,0,1,0
2123,41,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
2124,33,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,6
2125,45,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,9
2126,30,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,0,1,0,0
2127,30,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,0
2128,53,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,6
2129,32,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
2130,27,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0
2131,46,6,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
2132,29,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2133,43,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,4
2134,26,2,999,1,-3.4,92.431,-26.9,0.73,5017.5,0,1,0,0,0
2135,47,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0
2136,39,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0,1
2137,29,8,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,6
2138,33,1,3,1,-1.7,94.055,-39.8,0.715,4991.6,1,0,0,1,0
2139,56,1,3,2,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,0,0,1,5
2140,30,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,1,0,1,0,9
2141,32,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,9
2142,33,1,999,3,-1.1,94.601,-49.5,0.977,4963.6,0,1,0,0,7
2143,49,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
2144,33,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,1
2145,58,1,999,0,-3.4,92.649,-30.1,0.716,5017.5,0,0,1,0,6
2146,37,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0
2147,48,1,999,0,-2.9,92.963,-40.8,1.252,5076.2,0,0,1,0,3
2148,39,3,999,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,1,0,9
2149,53,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2150,59,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,3
2151,40,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2152,44,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,1
2153,39,1,999,0,-0.1,93.79799999999999,-40.4,4.921,5195.8,1,0,1,0,9
2154,30,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,0,1,0,6
2155,48,7,999,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1,0,0
2156,51,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,9
2157,29,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2158,38,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,1
2159,30,4,999,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,1
2160,62,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,1,0,5
2161,30,4,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,9
2162,36,1,3,2,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,1,0,0,1,0
2163,32,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,8
2164,56,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,10
2165,39,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0
2166,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2167,36,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0,9
2168,34,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,0,1,0,1
2169,21,1,999,0,-1.1,94.601,-49.5,0.982,4963.6,1,0,1,0,8
2170,44,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,1
2171,31,4,999,0,1.4,94.465,-41.8,4.961,5228.1,1,0,1,0,0
2172,37,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,0
2173,37,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,9
2174,30,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,1
2175,47,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,9
2176,41,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2177,33,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,9
2178,57,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,9
2179,29,5,999,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,7
2180,33,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,0,1,0,0
2181,40,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2182,43,1,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,1,0,0,9
2183,27,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0
2184,41,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,4
2185,58,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,5
2186,28,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,1
2187,55,2,6,3,-1.7,94.027,-38.3,0.904,4991.6,1,0,0,1,0
2188,54,3,999,0,-1.1,94.601,-49.5,0.987,4963.6,0,0,1,0,6
2189,56,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,4
2190,56,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,0,0,10
2191,40,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,9
2192,49,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,4
2193,30,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2194,29,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,8
2195,31,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2196,30,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1,0,0,0
2197,34,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2198,44,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,2
2199,32,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,9
2200,38,2,999,0,-1.1,94.76700000000001,-50.8,1.03,4963.6,1,0,1,0,3
2201,37,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,6
2202,29,23,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,9
2203,30,12,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2204,54,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,1,0,4
2205,43,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,1
2206,33,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0
2207,32,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,0
2208,57,6,999,0,-1.1,94.76700000000001,-50.8,1.031,4963.6,0,0,1,0,5
2209,29,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,0
2210,36,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,1,0,2
2211,48,1,3,3,-1.8,93.876,-40.0,0.6679999999999999,5008.7,1,0,0,1,1
2212,30,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,1,0,1
2213,45,1,999,2,-3.4,92.37899999999999,-29.8,0.741,5017.5,0,1,0,0,0
2214,42,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,0,1,0,1
2215,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2216,28,9,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,7
2217,53,3,999,0,-2.9,92.963,-40.8,1.262,5076.2,1,0,1,0,7
2218,58,1,999,0,-1.1,94.601,-49.5,0.953,4963.6,0,0,1,0,0
2219,32,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,7
2220,31,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,10
2221,53,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,1
2222,53,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0
2223,32,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,1,0,3
2224,32,3,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,7
2225,43,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,10
2226,44,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,1,0,3
2227,45,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0,0,1,0,1
2228,41,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1
2230,30,10,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,1,0,6
2231,31,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,0,1,0,9
2232,27,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,1,0,0
2233,38,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,9
2234,37,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,0,0,0
2235,50,1,999,0,1.4,93.91799999999999,-42.7,4.966,5228.1,0,0,1,0,1
2236,60,6,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,9
2237,50,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,9
2238,34,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2239,45,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0
2240,39,1,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,7
2241,36,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,1
2242,34,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,1,0,1,0,4
2243,31,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1,0,0,1
2244,27,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,8
2245,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,1
2246,50,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,9
2247,53,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,4
2248,27,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,1
2249,57,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,3
2250,37,5,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,0,1,0,1
2251,59,16,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,9
2252,49,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,0,3
2253,32,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,4
2254,34,4,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,1,0,10
2255,25,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,6
2256,45,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,1
2257,34,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,1
2258,29,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,1,0,0
2259,53,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,1
2260,29,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,1,0,9
2261,39,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1,0,3
2262,40,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,1,0,0
