age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
44,blue-collar,married,basic.9y,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
35,admin.,single,university.degree,0,1,0,0,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,blue-collar,married,basic.9y,0,0,0,1,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
52,retired,married,university.degree,0,0,0,0,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
41,blue-collar,married,basic.9y,0,1,1,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
65,housemaid,married,basic.4y,0,0,0,0,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
43,services,divorced,high.school,0,0,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,blue-collar,married,professional.course,0,0,1,0,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
30,admin.,married,university.degree,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
66,retired,divorced,high.school,0,0,0,0,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.896,4991.6,0
44,services,single,high.school,0,0,0,1,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,0
35,admin.,married,high.school,0,1,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
57,management,married,university.degree,0,0,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,blue-collar,single,basic.6y,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
39,unemployed,married,university.degree,0,1,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
45,services,married,basic.6y,0,1,0,1,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
35,technician,single,professional.course,0,1,0,0,nov,thu,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1
42,housemaid,married,university.degree,0,0,0,0,nov,mon,4,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
36,admin.,single,university.degree,0,0,0,0,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,0
46,admin.,single,university.degree,0,0,1,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
35,self-employed,married,university.degree,0,1,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
24,admin.,single,high.school,0,1,0,0,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
50,technician,married,university.degree,0,1,0,0,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,admin.,single,university.degree,0,0,0,0,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
39,technician,single,professional.course,0,0,0,1,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
57,blue-collar,married,basic.4y,0,1,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
42,blue-collar,married,basic.4y,0,0,0,1,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
31,blue-collar,single,university.degree,0,0,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
41,admin.,single,university.degree,0,1,1,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
25,blue-collar,married,basic.4y,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
58,blue-collar,married,basic.4y,0,1,0,1,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,self-employed,married,university.degree,0,0,0,1,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,technician,single,university.degree,0,0,0,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,management,married,university.degree,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,blue-collar,divorced,basic.6y,0,0,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
44,blue-collar,married,basic.9y,0,1,0,1,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,services,married,university.degree,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
26,blue-collar,married,basic.9y,0,0,0,0,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0
43,admin.,married,high.school,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
43,technician,married,university.degree,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
26,housemaid,married,basic.4y,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
34,blue-collar,married,basic.6y,0,1,0,0,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
24,services,single,high.school,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,self-employed,single,university.degree,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,self-employed,single,university.degree,0,0,0,0,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
31,blue-collar,married,basic.4y,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,admin.,divorced,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
25,self-employed,single,university.degree,0,0,0,0,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,0
26,admin.,single,university.degree,0,0,0,1,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
56,retired,married,basic.4y,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,blue-collar,married,basic.6y,0,0,0,1,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,admin.,married,high.school,0,1,0,1,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0
22,blue-collar,single,basic.9y,0,1,1,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
50,blue-collar,married,basic.9y,0,0,0,1,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
34,blue-collar,married,basic.9y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
35,technician,single,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
48,services,divorced,basic.9y,0,1,0,0,may,thu,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
25,admin.,married,high.school,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,blue-collar,single,basic.4y,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
52,technician,married,professional.course,0,1,1,0,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,1
48,technician,married,university.degree,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,blue-collar,single,basic.9y,0,1,0,0,apr,fri,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
30,technician,single,professional.course,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,management,married,high.school,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,unemployed,married,university.degree,0,0,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
44,blue-collar,single,professional.course,0,0,0,0,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
29,admin.,single,university.degree,0,1,1,0,aug,thu,3,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,1
41,admin.,married,university.degree,0,0,0,0,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
26,technician,married,high.school,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,admin.,single,university.degree,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
31,admin.,single,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,admin.,single,basic.9y,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
58,blue-collar,married,basic.4y,0,1,0,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
56,technician,married,basic.4y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
23,blue-collar,single,professional.course,0,1,0,0,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
50,technician,married,professional.course,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
29,admin.,married,university.degree,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
31,admin.,single,university.degree,0,1,1,0,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
48,housemaid,married,basic.4y,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
27,blue-collar,single,university.degree,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
24,technician,divorced,professional.course,0,0,0,0,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
35,technician,married,high.school,0,0,0,1,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
42,technician,married,university.degree,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
37,admin.,married,high.school,0,0,0,0,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
33,admin.,married,university.degree,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
58,management,married,university.degree,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
54,retired,married,basic.9y,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
54,technician,married,professional.course,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
39,technician,single,professional.course,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
48,admin.,married,basic.9y,0,0,0,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,blue-collar,divorced,basic.4y,0,0,0,0,apr,fri,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
28,blue-collar,single,basic.9y,0,0,0,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
30,admin.,single,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
59,retired,married,professional.course,0,1,0,1,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
29,admin.,single,high.school,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
25,admin.,married,high.school,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,admin.,divorced,high.school,0,1,0,0,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.755,5017.5,0
32,admin.,married,university.degree,0,0,1,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
30,blue-collar,married,basic.6y,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
24,technician,single,university.degree,0,0,0,0,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
58,entrepreneur,married,high.school,0,0,0,0,sep,mon,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,0
44,management,married,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
36,admin.,married,university.degree,0,1,1,0,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0
33,self-employed,divorced,basic.9y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,blue-collar,single,high.school,0,0,0,0,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
38,admin.,single,university.degree,0,1,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
35,management,married,university.degree,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
29,blue-collar,married,basic.9y,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
58,management,married,university.degree,0,1,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
43,blue-collar,married,basic.4y,0,1,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
55,self-employed,married,basic.4y,0,1,0,0,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
53,management,married,university.degree,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
38,entrepreneur,married,basic.9y,0,1,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
36,technician,single,professional.course,0,0,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
56,retired,married,professional.course,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,admin.,married,university.degree,0,0,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
48,blue-collar,married,basic.9y,0,1,0,1,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,technician,married,university.degree,0,0,0,1,nov,mon,4,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
50,self-employed,married,basic.4y,0,1,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
38,services,married,high.school,0,1,0,1,jun,mon,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
34,admin.,single,university.degree,0,0,0,1,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
41,blue-collar,married,basic.4y,0,1,0,0,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,0
51,management,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
26,admin.,single,high.school,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
34,admin.,single,university.degree,0,0,0,0,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,1
41,technician,married,university.degree,0,1,1,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
41,technician,married,professional.course,0,1,0,0,jun,tue,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2,1
26,blue-collar,married,basic.9y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
32,blue-collar,married,basic.6y,0,1,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
49,blue-collar,married,basic.6y,0,0,1,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
39,technician,married,high.school,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
38,blue-collar,married,basic.9y,0,1,0,1,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
52,retired,divorced,professional.course,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
57,self-employed,married,university.degree,0,0,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
38,housemaid,married,university.degree,0,0,0,1,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
31,admin.,married,high.school,0,0,0,0,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
57,blue-collar,married,basic.4y,0,0,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,self-employed,married,professional.course,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
32,admin.,married,high.school,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,blue-collar,married,basic.9y,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,entrepreneur,married,high.school,0,1,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
40,management,married,university.degree,0,1,0,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
58,blue-collar,married,basic.4y,0,1,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
44,admin.,married,university.degree,0,1,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
46,entrepreneur,married,university.degree,0,1,0,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
47,admin.,married,basic.6y,0,1,0,0,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
44,management,married,basic.6y,0,1,1,0,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,0
39,admin.,married,high.school,0,0,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
38,technician,married,professional.course,0,1,1,0,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,1
59,blue-collar,married,basic.4y,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,management,divorced,university.degree,0,1,1,0,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
51,admin.,married,university.degree,0,0,0,1,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,0
55,unemployed,married,university.degree,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
49,technician,divorced,high.school,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
44,admin.,married,basic.4y,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
29,blue-collar,single,high.school,0,1,1,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
49,blue-collar,married,university.degree,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,technician,married,professional.course,0,0,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
45,admin.,divorced,basic.9y,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
39,blue-collar,married,basic.9y,0,0,0,1,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
35,blue-collar,married,basic.9y,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
55,entrepreneur,single,university.degree,0,0,0,1,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
30,services,single,high.school,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
26,management,single,university.degree,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,technician,single,professional.course,0,1,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
29,self-employed,married,basic.6y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,blue-collar,married,basic.4y,0,0,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
35,technician,married,university.degree,0,0,0,0,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0
41,technician,single,professional.course,0,1,0,0,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
31,technician,married,professional.course,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,admin.,married,university.degree,0,0,0,0,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
43,technician,married,professional.course,0,1,0,0,nov,tue,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
31,blue-collar,married,professional.course,0,0,0,1,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
33,admin.,single,university.degree,0,1,0,1,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,1
30,management,divorced,university.degree,0,0,1,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,admin.,single,university.degree,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,services,married,professional.course,0,1,0,0,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
49,management,married,university.degree,0,1,0,1,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
41,technician,married,high.school,0,1,0,1,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
60,blue-collar,married,professional.course,0,0,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,services,married,high.school,0,1,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
39,services,married,high.school,0,1,0,0,may,thu,2,6,3,success,-1.8,93.876,-40,0.683,5008.7,1
52,admin.,married,university.degree,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,blue-collar,married,basic.6y,0,1,0,0,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
40,blue-collar,single,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,services,married,high.school,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
38,admin.,married,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
37,admin.,married,high.school,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
60,blue-collar,divorced,basic.4y,0,0,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
26,blue-collar,single,basic.9y,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
37,management,married,university.degree,0,0,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
56,services,married,high.school,0,0,1,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,technician,married,high.school,0,1,1,0,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
46,admin.,married,high.school,0,0,0,0,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
59,admin.,married,university.degree,0,0,0,1,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
52,services,married,high.school,0,1,0,0,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,technician,divorced,professional.course,0,0,0,0,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
44,services,married,high.school,0,1,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
35,management,married,university.degree,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
33,technician,married,professional.course,0,0,0,0,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
38,blue-collar,married,basic.4y,0,1,0,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
53,entrepreneur,married,basic.4y,0,1,1,0,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1
56,unemployed,divorced,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
48,blue-collar,married,high.school,0,1,0,0,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,admin.,divorced,high.school,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56,admin.,married,university.degree,0,0,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
48,management,married,university.degree,0,1,0,0,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,1
62,admin.,married,high.school,0,0,0,1,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,1
24,services,single,high.school,0,0,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
33,admin.,single,high.school,0,0,0,0,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,0
49,technician,divorced,professional.course,0,1,0,0,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,0
54,housemaid,married,professional.course,0,0,0,1,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0
57,technician,divorced,university.degree,0,0,1,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
31,admin.,single,high.school,0,0,0,0,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
51,admin.,married,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
35,admin.,single,basic.4y,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,technician,single,university.degree,0,1,0,1,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1
30,admin.,single,university.degree,0,1,0,0,aug,fri,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0
30,blue-collar,married,basic.9y,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,blue-collar,married,basic.6y,0,0,0,1,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
45,blue-collar,single,high.school,0,1,0,0,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
46,admin.,divorced,high.school,0,1,0,0,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
