,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job
1836,34,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
1837,41,7,6,3,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,admin.
1838,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,self-employed
1839,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services
1840,36,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,admin.
1841,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,housemaid
1842,40,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,services
1843,36,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,management
1844,49,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,admin.
1845,45,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
1846,36,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes,self-employed
1847,32,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7040000000000001,4991.6,yes,unemployed
1848,55,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,entrepreneur
1849,28,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,blue-collar
1850,76,1,3,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes,retired
1851,46,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,management
1852,28,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no,management
1853,30,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,technician
1854,52,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,housemaid
1855,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
1856,51,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,management
1857,29,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
1858,47,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,housemaid
1859,56,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes,technician
1860,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
1861,38,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
1862,32,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,no,admin.
1863,31,2,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7,yes,student
1864,35,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,self-employed
1865,41,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
1866,41,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,admin.
1867,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,services
1868,36,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
1869,38,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,self-employed
1870,28,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,no,student
1871,35,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes,admin.
1872,42,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,technician
1873,40,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes,unemployed
1874,31,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,entrepreneur
1875,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,technician
1876,37,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,housemaid
1877,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,housemaid
1878,33,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,admin.
1879,37,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,unemployed
1880,34,16,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,services
1881,32,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,admin.
1882,56,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar
1883,47,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,services
1884,41,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
1885,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
1886,35,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,admin.
1887,19,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,student
1888,28,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.956,5228.1,no,unemployed
1889,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,blue-collar
1890,27,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,services
1891,36,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
1892,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,blue-collar
1893,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,services
1894,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,management
1895,42,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,admin.
1896,30,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no,self-employed
1897,34,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no,admin.
1898,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
1899,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
1900,61,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no,retired
1901,48,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,admin.
1902,38,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar
1903,50,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,blue-collar
1904,32,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
1905,36,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
1906,28,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,admin.
1907,35,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management
1908,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,technician
1909,48,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar
1910,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,unemployed
1911,47,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
1912,29,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes,admin.
1913,53,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,self-employed
1914,27,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services
1915,28,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,services
1916,52,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,management
1917,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,admin.
1918,56,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,retired
1919,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
1920,33,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.
1921,53,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no,technician
1922,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,blue-collar
1923,29,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,no,unemployed
1924,36,7,999,0,nonexistent,-2.9,92.469,-33.6,0.937,5076.2,no,admin.
1925,24,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,technician
1926,49,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
1927,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,admin.
1928,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,blue-collar
1929,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,unemployed
1930,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
1931,35,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,technician
1932,39,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,yes,unemployed
1933,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,management
1934,29,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
1935,49,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,blue-collar
1936,32,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,admin.
1937,53,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,self-employed
1938,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
1939,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,technician
1940,29,7,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
1941,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,management
1942,30,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,admin.
1943,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,management
1944,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes,blue-collar
1945,27,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
1946,26,1,7,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,admin.
1947,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
1948,49,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,retired
1949,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,technician
1950,39,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
1951,56,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,technician
1952,42,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,admin.
1953,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
1954,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,services
1955,25,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,no,services
1956,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.
1957,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar
1958,37,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no,technician
1959,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,management
1960,34,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,blue-collar
1961,31,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,management
1962,39,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
1963,36,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,housemaid
1964,38,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
1965,39,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,technician
1966,32,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes,admin.
1967,51,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services
1968,52,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,admin.
1969,55,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,technician
1970,35,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
1971,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
1972,29,13,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,blue-collar
1973,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
1974,51,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,technician
1975,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,entrepreneur
1976,34,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,admin.
1977,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,housemaid
1978,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,technician
1979,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
1980,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,self-employed
1981,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,blue-collar
1982,46,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes,technician
1984,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,blue-collar
1985,31,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,technician
1986,37,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,blue-collar
1987,32,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,management
1988,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.
1989,51,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,entrepreneur
1990,30,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,unemployed
1991,37,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,technician
1992,38,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7290000000000001,4991.6,no,blue-collar
1993,36,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,technician
1994,55,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,blue-collar
1995,51,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,services
1996,42,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
1997,29,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,admin.
1998,59,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,self-employed
1999,31,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,services
2000,31,2,999,1,failure,-3.0,92.713,-33.0,0.7090000000000001,5023.5,yes,admin.
2001,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.
2002,37,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
2003,25,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
2004,34,3,999,2,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,self-employed
2005,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,technician
2006,26,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,blue-collar
2007,24,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
2008,37,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,services
2009,28,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no,admin.
2010,31,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,blue-collar
2011,32,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,technician
2012,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,retired
2013,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
2014,36,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.046,4963.6,yes,blue-collar
2015,32,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,blue-collar
2016,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,services
2017,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,services
2018,57,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes,admin.
2019,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,technician
2020,46,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,services
2021,55,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.
2022,34,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,admin.
2023,37,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,housemaid
2024,33,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,management
2025,29,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
2026,30,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.
2027,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,technician
2028,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
2029,47,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,admin.
2030,24,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,student
2031,30,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,management
2032,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,blue-collar
2033,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,self-employed
2034,47,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,technician
2035,32,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,technician
2036,32,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes,services
2037,48,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,entrepreneur
2038,34,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,technician
2039,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
2040,33,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
2041,28,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no,unemployed
2042,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,retired
2043,43,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management
2044,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes,technician
2045,37,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,admin.
2046,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
2047,30,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,admin.
2048,36,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,self-employed
2049,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,management
2050,37,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,self-employed
2051,30,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
2052,46,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,technician
2053,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,technician
2054,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,admin.
2055,54,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,technician
2056,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,services
2057,35,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,services
2058,40,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,entrepreneur
2059,32,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
2060,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
2061,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
2062,29,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,blue-collar
2063,53,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
2064,47,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,admin.
2065,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services
2066,35,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
2067,51,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,technician
2068,44,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
2069,59,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,admin.
2070,31,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management
2071,31,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,admin.
2072,41,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,technician
2073,32,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,services
2074,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,housemaid
2076,51,5,999,0,nonexistent,-2.9,92.469,-33.6,0.9209999999999999,5076.2,yes,admin.
2077,53,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,blue-collar
2078,25,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
2079,33,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,management
2080,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
2081,28,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,services
2082,48,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,management
2083,28,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,blue-collar
2084,43,17,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,services
2085,29,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,management
2086,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
2087,30,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,admin.
2088,49,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
2089,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.
2090,34,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,management
2091,29,1,4,2,success,-2.9,92.20100000000001,-31.4,0.873,5076.2,no,management
2092,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,admin.
2093,40,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,technician
2094,42,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,housemaid
2095,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
2096,47,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,technician
2097,39,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
2098,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
2099,44,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,services
2100,34,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar
2101,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
2102,50,1,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,admin.
2103,55,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,self-employed
2104,28,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,admin.
2105,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
2106,32,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,housemaid
2107,31,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,management
2108,32,12,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,services
2109,39,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,blue-collar
2110,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,admin.
2111,57,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,retired
2112,27,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,technician
2113,44,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,admin.
2114,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,admin.
2115,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,housemaid
2116,29,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,admin.
2117,31,1,10,1,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes,unemployed
2118,58,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
2119,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,technician
2120,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,services
2121,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,blue-collar
2122,31,2,3,6,success,-1.1,94.76700000000001,-50.8,1.048,4963.6,no,admin.
2123,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,blue-collar
2124,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,self-employed
2125,45,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
2126,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,admin.
2127,30,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,admin.
2128,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,self-employed
2129,32,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
2130,27,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,admin.
2131,46,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,admin.
