n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_avg_min,kw_avg_max,kw_avg_avg,self_reference_avg_sharess,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,avg_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,two_class_popularity,multi_class_popularity,,shares
10,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,1,95.57142857,321042.8571,2006.479457,0,0,0.028571654,0.028571638,0.885712624,0.028571622,0.028572462,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,,686
6,1127,0.387962963,0.999999999,0.480743691,1,0,21,1,4.966282165,6,0,0,0,0,0,1,93,372733.3333,2117.30679,0,0,0.033333632,0.033333608,0.86666442,0.033333558,0.033334783,0.326698806,-0.022205005,0.009760426,0.019520852,0.333333333,0.666666667,0.378099174,-0.277777778,0,0,0.5,0,0,2,,935
10,766,0.439153439,0.999999998,0.618266977,4,1,4,0,4.326370757,10,0,0,1,0,0,0,320.1111111,209240,3176.530335,14600,0,0.919845041,0.020009167,0.020019853,0.020023832,0.020102108,0.616318887,0.052788925,0.052219321,0.04308094,0.547945205,0.452054795,0.421309524,-0.380429293,1,-0.6,0.5,0.6,1,4,,3100
10,1312,0.421256788,0.999999999,0.596649484,17,12,5,2,4.863567073,7,0,0,0,0,0,1,97.71428571,246828.5714,2515.1686,1285.125,0,0.173301121,0.028581588,0.740932541,0.028573007,0.028611743,0.472196042,0.088302706,0.02820122,0.014481707,0.660714286,0.339285714,0.34031824,-0.278812416,0,0,0.5,0,1,5,,22200
12,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,156.2271429,523242.8571,5877.265956,0,0,0.028571799,0.028818309,0.02857148,0.88546694,0.028571472,0,0,0,0,0,0,0,0,0.825,0.425,0.325,0.425,1,4,,2700
9,769,0.442231075,0.999999998,0.589800442,13,3,6,0,4.426527958,9,0,0,0,0,1,0,1333,297677.7778,7959.539147,1900,0,0.198493513,0.022237715,0.022303875,0.022269167,0.73469573,0.438561171,0.065966898,0.040312094,0.040312094,0.5,0.5,0.438538612,-0.269982079,0,0,0.5,0,1,5,,7600
16,137,0.714285709,0.999999989,0.806818173,4,1,0,1,4.525547445,7,0,0,0,0,0,0,100.5971429,643615,4347.114195,1200,0,0.17176026,0.028754189,0.028684498,0.742229124,0.028571929,0.539583333,-0.1,0.02189781,0.02189781,0.5,0.5,0.166666667,-0.433333333,0.2,0.3,0.3,0.3,1,5,,14000
12,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,65.42857143,440357.1429,3825.323,0,0,0.028595821,0.029061965,0.028572275,0.885191104,0.028578834,0,0,0,0,0,0,0,0,0.9,0.3,0.4,0.3,0,1,,878
9,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,43.79857143,540871.4286,4923.302544,0,0,0.028766735,0.028586044,0.028571853,0.67809666,0.235978708,0,0,0,0,0,0,0,0,0.8,-0.35,0.3,0.35,0,2,,1100
12,444,0.547945204,0.999999996,0.717557249,10,7,1,0,4.677927928,5,0,0,0,0,0,1,199.8,339920,2665.749869,27925,0,0.040000184,0.040000125,0.83984135,0.040000145,0.040158196,0.552723178,0.153156078,0.036036036,0.015765766,0.695652174,0.304347826,0.472402597,-0.241666667,0.377272727,0.168181818,0.122727273,0.168181818,0,1,,521
7,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,180.8571429,233914.2857,2009.399994,0,0,0.17105145,0.028571681,0.743232576,0.028571619,0.028572674,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,,843
9,89,0.799999991,0.999999981,0.886792436,4,2,1,3,4.775280899,7,0,0,0,1,0,0,160.3333333,199242.8571,3398.3557,3600,0,0.736936439,0.175099891,0.029404356,0.029836692,0.028722622,0.626122334,0.290151515,0.078651685,0,1,0,0.373051948,0,0,0,0.5,0,0,3,,1300
14,579,0.492201039,0.999999997,0.624293784,10,6,3,0,4.668393782,8,0,0,0,0,1,0,297,287512.5,2191.889909,2325,0,0.154830794,0.025007514,0.275227581,0.275753283,0.269180829,0.40282878,0.048884162,0.041450777,0.027633851,0.6,0.4,0.316747835,-0.266666667,0,0,0.5,0,1,4,,3200
13,523,0.48362235,0.999999997,0.672354947,7,3,2,0,4.881453155,6,0,0,0,0,0,1,127.6666667,339516.6667,2685.680153,1400,0,0.033726515,0.033337676,0.865673037,0.033333834,0.033928937,0.50320197,0.105030602,0.03250478,0.007648184,0.80952381,0.19047619,0.285052203,-0.45,0,0,0.5,0,0,1,,713
11,311,0.635135133,0.999999995,0.805263154,11,9,2,0,4.726688103,10,0,0,0,0,1,0,116.82375,370530,2803.916031,5400,0,0.554979893,0.020002551,0.115808976,0.020011304,0.289197275,0.530089532,0.119187328,0.038585209,0.01607717,0.705882353,0.294117647,0.318311688,-0.196666667,0,0,0.5,0,1,5,,7700
11,294,0.533101043,0.999999994,0.652941173,4,3,1,0,4.476190476,8,0,0,0,0,1,0,162.69875,412500,3923.922476,10300,0,0.419621859,0.025005264,0.02505401,0.147202351,0.383116516,0.380765495,0.18014763,0.040816327,0.030612245,0.571428571,0.428571429,0.514393939,-0.165432099,0,0,0.5,0,0,3,,1400
11,778,0.454896907,0.999999998,0.653395783,4,1,2,0,4.341902314,7,0,1,0,0,0,0,289.7142857,211885.7143,2425.89557,981,0,0.028573481,0.745447359,0.029177066,0.028680375,0.168121718,0.533743386,0.056297198,0.032133676,0.023136247,0.581395349,0.418604651,0.392502165,-0.321373457,0,0,0.5,0,0,1,,411
13,153,0.695364234,0.999999988,0.776470579,1,1,0,1,4.176470588,8,0,1,0,0,0,0,46.82375,564562.5,6657.212061,59000,0,0.025012429,0.025462947,0.0250004,0.899523963,0.025000261,0.75922619,-0.000744048,0.052287582,0.032679739,0.615384615,0.384615385,0.458333333,-0.615714286,0.266666667,0.2,0.233333333,0.2,0,2,,1000
14,483,0.543340379,0.999999997,0.652733117,4,1,5,0,4.751552795,8,0,1,0,0,0,0,216.8571429,207800,3040.230281,3500,0,0.025000144,0.899963968,0.025000169,0.025035652,0.025000067,0.462401434,0.10968638,0.031055901,0.01242236,0.714285714,0.285714286,0.340222222,-0.257175926,0.5,0,0,0,1,4,,2100
8,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,203.4444444,381622.2222,4416.216143,0,0,0.022225703,0.022404855,0.02223742,0.910897688,0.022234335,0,0,0,0,0,0,0,0,1,-0.5,0.5,0.5,0,1,,783
10,310,0.471571905,0.999999996,0.478991595,9,3,24,1,5.461290323,7,0,1,0,0,0,0,170.4285714,438042.8571,4211.799319,1433.333333,0,0.028571554,0.421945181,0.028571672,0.492340102,0.028571491,0.311538462,0.136778846,0.029032258,0.003225806,0.9,0.1,0.433333333,-0.3,0,0,0.5,0,1,5,,6300
15,559,0.516544117,0.999999997,0.69940476,14,2,2,1,4.599284436,8,0,0,0,0,0,1,640.8571429,227887.5,2843.157567,12400,0,0.276494409,0.025004814,0.648441566,0.025002803,0.025056408,0.278731189,-0.031204906,0.008944544,0.01431127,0.384615385,0.615384615,0.299272727,-0.223958333,0.1,0,0.4,0,1,4,,2600
10,362,0.580281689,0.999999995,0.766666663,3,3,1,0,4.544198895,6,0,0,0,0,0,1,-1,216750,1972.95595,623,0,0.033333761,0.033333497,0.866664524,0.033333427,0.033334791,0.471221474,0.104031051,0.046961326,0.013812155,0.772727273,0.227272727,0.31368984,-0.272777778,0.8,0.4,0.3,0.4,0,2,,1100
11,211,0.53731343,0.999999992,0.593749995,6,2,2,1,4.725118483,5,0,0,0,0,0,1,-1,326480,2298.018324,919,0,0.040000146,0.040000054,0.839997646,0.040000104,0.04000205,0.733333333,0.314935065,0.071090047,0,1,0,0.325454545,0,0.5,0.136363636,0,0.136363636,1,4,,2700
11,550,0.568738229,0.999999997,0.699140399,14,1,5,0,5.147272727,9,0,0,0,0,0,1,83.79857143,226466.6667,2978.640363,1300,0,0.438139404,0.022228087,0.258814764,0.258032807,0.022784938,0.499421296,0.093634259,0.043636364,0.021818182,0.666666667,0.333333333,0.402777778,-0.383796296,0.2,-0.3,0.3,0.3,0,3,,1400
12,371,0.617318434,0.999999996,0.721518984,7,1,0,2,4.905660377,9,0,1,0,0,0,0,20.42857143,343122.2222,2849.357219,1300,0,0.02224805,0.022684126,0.170338101,0.762506576,0.022223146,0.353828612,0.06112013,0.029649596,0.02425876,0.55,0.45,0.385123967,-0.302777778,0.5,0.416666667,0,0.416666667,0,2,,1000
11,297,0.630136984,0.999999995,0.777202069,8,4,1,2,4.841750842,2,0,0,0,1,0,0,385.5,423100,2377.750153,1350,0,0.599997679,0.100000894,0.100000493,0.100000538,0.100000396,0.329554807,0.119977553,0.047138047,0.013468013,0.777777778,0.222222222,0.295670996,-0.175,0.15,0.1,0.35,0.1,0,1,,749
9,262,0.595330737,0.999999993,0.775510199,10,3,1,1,4.614503817,7,0,0,1,0,0,0,400.2857143,254614.2857,2522.886063,1200,0,0.885631906,0.028573488,0.028572578,0.028596401,0.028625627,0.350909091,0.163939394,0.045801527,0.003816794,0.923076923,0.076923077,0.303787879,-0.166666667,0.6,0.6,0.1,0.6,0,3,,1400
13,452,0.557109556,0.999999996,0.755999997,4,2,1,1,4.628318584,8,0,1,0,0,0,0,204.1428571,201412.5,2899.935449,2290.5,0,0.025000663,0.899946476,0.025000483,0.025052073,0.025000305,0.46082955,0.051289903,0.050884956,0.028761062,0.638888889,0.361111111,0.349502635,-0.316590354,0.65,0,0.15,0,0,2,,920
10,435,0.561904761,0.999999996,0.730909088,5,1,3,1,5.057471264,5,0,0,0,0,0,1,150.5,256880,2107.58409,1200,0,0.04000371,0.0400036,0.839986427,0.040002167,0.040004096,0.288676471,-0.035,0.016091954,0.034482759,0.318181818,0.681818182,0.282380952,-0.181666667,0.4,-0.2,0.1,0.2,0,1,,888
10,755,0.455511288,0.999999998,0.650831352,2,1,1,1,4.548344371,3,0,1,0,0,0,0,-1,376933.3333,2944.482034,766,0,0.066666678,0.73293732,0.066667668,0.067061158,0.066667176,0.462495081,0.095354191,0.051655629,0.029139073,0.639344262,0.360655738,0.367152292,-0.312121212,0.45,0.05,0.05,0.05,0,2,,983
13,1375,0.414869888,0.999999999,0.585305105,21,2,3,0,4.736727273,9,0,0,0,0,0,1,2340.25,191130,3538.604439,1700,0,0.022224991,0.022225196,0.355779714,0.022224181,0.577545918,0.488306423,0.067719083,0.036363636,0.021818182,0.625,0.375,0.327681602,-0.272242063,0.677272727,-0.181818182,0.177272727,0.181818182,0,3,,1600
12,283,0.588235292,0.999999993,0.776315784,8,4,4,1,4.197879859,8,0,0,0,0,1,0,380.5,370112.5,2860.996952,3000,0,0.025066775,0.025001713,0.025031999,0.025000323,0.899899189,0.47965368,0.228945707,0.056537102,0.010600707,0.842105263,0.157894737,0.482481061,-0.341666667,0.310606061,0.068181818,0.189393939,0.068181818,1,4,,1800
9,951,0.515184381,0.999999998,0.711304347,33,2,11,0,4.856992639,6,0,0,1,0,0,0,74.83333333,299250,2962.359887,3400,0,0.533385848,0.033336743,0.199926247,0.200017423,0.033333738,0.431066944,0.188274931,0.044164038,0.010515247,0.807692308,0.192307692,0.381934137,-0.188888889,0,0,0.5,0,1,4,,2400
12,353,0.599999998,0.999999996,0.621513942,46,2,1,1,5.110481586,4,0,0,0,0,0,0,11.5,542050,3476.635103,4150,0,0.050005111,0.050890324,0.337137208,0.511967312,0.050000045,0.54961705,0.343822844,0.02266289,0.005665722,0.8,0.2,0.633712121,-0.3,1,-0.5,0.5,0.5,1,4,,2100
13,754,0.479729729,0.999999998,0.646288208,11,1,1,0,4.672413793,6,0,0,0,0,0,1,1513,274550,3973.873497,1400,0,0.033333981,0.03333398,0.700149689,0.199847025,0.033335325,0.48452381,0.067380952,0.021220159,0.014588859,0.592592593,0.407407407,0.372767857,-0.286904762,1,-0.5,0.5,0.5,1,5,,4000
11,702,0.453471196,0.999999997,0.632124351,10,1,1,1,4.404558405,6,0,0,0,0,0,1,260.5,176083.3333,1981.699897,2100,0,0.03333878,0.033750628,0.198204112,0.03346902,0.70123746,0.509687149,0.151494108,0.031339031,0.00997151,0.75862069,0.24137931,0.388050964,-0.344047619,0.8,0.4,0.3,0.4,1,4,,2700
12,648,0.520900321,0.999999998,0.673316707,30,1,1,0,4.720679012,5,0,0,0,1,0,0,854.75,170320,1763.691728,842,0,0.040017386,0.04000897,0.236227795,0.643742158,0.040003691,0.459362491,0.092371463,0.030864198,0.016975309,0.64516129,0.35483871,0.41052381,-0.304671717,1,0.7,0.5,0.7,0,2,,909
15,582,0.546594981,0.999999997,0.701408449,17,0,1,0,4.735395189,4,0,0,0,0,0,1,107.6666667,260075,2090.904013,0,0,0.050011423,0.050351674,0.299807229,0.050209192,0.549620482,0.387331966,0.096807359,0.032646048,0.013745704,0.703703704,0.296296296,0.338790157,-0.213541667,0,0,0.5,0,0,1,,840
13,967,0.479296066,0.999999998,0.664991624,16,3,3,0,4.747673216,10,0,0,0,0,1,0,269.7142857,243440,2783.483959,1000,0,0.020183604,0.020010648,0.119976919,0.078131433,0.761697397,0.46229862,0.133736518,0.036194416,0.018614271,0.660377358,0.339622642,0.406836735,-0.204273504,0,0,0.5,0,1,5,,3800
9,240,0.631799161,0.999999994,0.792207787,2,2,1,0,4.875,6,0,1,0,0,0,0,170.5,264050,3621.949773,4000,0,0.03333387,0.866417627,0.033333523,0.033581377,0.033333603,0.407142857,-0.011111111,0.029166667,0.0375,0.4375,0.5625,0.392857143,-0.275925926,0.661111111,0.172222222,0.161111111,0.172222222,0,2,,1200
10,473,0.532327585,0.999999996,0.706959704,6,2,1,0,4.737843552,6,0,0,1,0,0,0,35.33333333,386933.3333,2892.742986,1200,0,0.200179642,0.033336671,0.03333389,0.033333429,0.699816369,0.455200391,-0.050430922,0.021141649,0.025369979,0.454545455,0.545454545,0.220886364,-0.271296296,0.288888889,-0.155555556,0.211111111,0.155555556,1,5,,3700
14,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,77.19875,475912.5,4948.075813,0,0,0.02500188,0.192627945,0.025004049,0.732365902,0.025000224,0,0,0,0,0,0,0,0,0.333333333,0.25,0.166666667,0.25,1,4,,2000
10,529,0.517509727,0.999999997,0.691131496,10,0,2,0,4.93194707,6,0,0,0,0,0,1,180.1666667,222533.3333,2743.937489,0,0,0.033334856,0.033652202,0.731527784,0.033407305,0.168077853,0.442484367,0.130483405,0.083175803,0.015122873,0.846153846,0.153846154,0.261298209,-0.252083333,0.9,0.3,0.4,0.3,1,4,,2000
14,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,132.4,399700,4029.693727,0,0,0.040002277,0.429439374,0.040001835,0.268311709,0.222244805,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.166666667,0.333333333,0,3,,1300
10,641,0.536231883,0.999999997,0.712041883,11,0,1,0,4.79875195,4,0,0,0,0,0,1,260.5,264125,2972.549846,0,0,0.050000815,0.051438047,0.298450757,0.050437664,0.549672717,0.3652886,0.061356421,0.023400936,0.014040562,0.625,0.375,0.295757576,-0.22654321,0,0,0.5,0,0,3,,1500
8,802,0.464194373,0.999999998,0.628930816,23,3,1,0,5.013715711,10,0,0,0,0,0,1,197.3333333,243600,3311.548466,1244.5,0,0.020159048,0.020024941,0.276349005,0.020433216,0.66303379,0.486656891,0.055822336,0.029925187,0.023690773,0.558139535,0.441860465,0.329971591,-0.187719298,0,0,0.5,0,1,4,,1800
11,778,0.483745123,0.999999998,0.665919281,6,2,1,0,4.349614396,8,0,1,0,0,0,0,300.75,185398.5,2197.230149,1100,0,0.025000584,0.899814264,0.025000282,0.025156476,0.025028395,0.564533543,0.135578766,0.037275064,0.019280206,0.659090909,0.340909091,0.481461412,-0.365780423,0.6,0.7,0.1,0.7,0,2,,909
13,772,0.493243243,0.999999998,0.652561246,27,1,1,0,4.49611399,6,0,1,0,0,0,0,155.1666667,247666.6667,2838.838634,2400,0,0.033333854,0.866410899,0.033333511,0.033588138,0.033333598,0.449388422,0.122669818,0.042746114,0.022020725,0.66,0.34,0.397294372,-0.242892157,0.2,-0.1,0.3,0.1,0,1,,740
8,631,0.486268174,0.999999997,0.64155844,8,4,2,0,6.123613312,8,0,0,0,0,0,1,181.375,251112.5,3399.215142,3000,0,0.149074499,0.025051658,0.401125279,0.39974629,0.025002275,0.357966024,0.082162534,0.020602219,0.019017433,0.52,0.48,0.298951049,-0.31875,0,0,0.5,0,0,1,,828
11,517,0.537401574,0.999999997,0.68152866,10,3,2,0,4.994197292,5,0,0,0,0,0,1,199.2,260440,2397.691933,5197.666667,0,0.04000111,0.040000768,0.839995233,0.040000459,0.04000243,0.374330357,0.130438988,0.030947776,0.001934236,0.941176471,0.058823529,0.326190476,-0.075,0.25,0,0.25,0,0,2,,1000
13,789,0.501278772,0.999999998,0.684647301,7,2,1,0,4.879594423,5,0,0,0,0,0,1,-1,279500,2398.961929,827,0,0.040001739,0.040000342,0.640134229,0.040000155,0.239863536,0.430428732,0.079545455,0.030418251,0.00887199,0.774193548,0.225806452,0.277588384,-0.338095238,0.454545455,0.136363636,0.045454545,0.136363636,0,2,,945
13,301,0.571906353,0.999999995,0.711956518,9,1,7,0,4.764119601,6,0,0,0,0,0,0,33.33333333,349583.3333,4684.97603,11500,0,0.033346934,0.033344344,0.03333487,0.864449906,0.035523946,0.343801653,0.052117769,0.03654485,0.019933555,0.647058824,0.352941176,0.249311295,-0.265972222,0.75,0,0.25,0,1,5,,9500
12,269,0.639846741,0.999999994,0.743902434,8,2,0,2,4.728624535,9,0,0,1,0,0,0,106.1966667,558733.3333,5702.833187,1446,0,0.355594545,0.022231407,0.022222273,0.577729511,0.022222263,0.312698413,0.126868687,0.022304833,0.011152416,0.666666667,0.333333333,0.489393939,-0.344444444,0.45,0.3,0.05,0.3,0,2,,1000
9,338,0.63988095,0.999999995,0.795348834,3,1,2,0,4.579881657,7,0,1,0,0,0,0,112.5,228671.4286,2753.309356,857,0,0.028571945,0.8856649,0.028571852,0.028619635,0.028571669,0.489251894,0.063494318,0.047337278,0.017751479,0.727272727,0.272727273,0.29825487,-0.39375,0,0,0.5,0,0,2,,1200
9,1546,0.402693602,0.999999999,0.630221129,30,4,2,0,4.434670116,4,1,0,0,0,0,0,-1,353175,2852.32525,3242.75,0,0.050628964,0.050013579,0.050115948,0.050112679,0.79912883,0.526824825,-0.009914206,0.031047865,0.020051746,0.607594937,0.392405063,0.395152417,-0.575716846,1,-1,0.5,1,1,5,,10800
10,295,0.579505298,0.999999994,0.738636359,6,4,1,0,4.698305085,6,0,0,1,0,0,0,154.6,389883.3333,2582.883623,3293,0,0.562229743,0.033337272,0.219144028,0.033334509,0.151954448,0.40212963,0.068240741,0.027118644,0.013559322,0.666666667,0.333333333,0.306666667,-0.30625,0,0,0.5,0,0,3,,1400
11,541,0.503717471,0.999999997,0.720689653,9,0,1,0,4.160813309,8,0,0,1,0,0,0,325.37,369575,2875.889796,0,0,0.899981741,0.025000782,0.025000382,0.02501472,0.025002375,0.441531577,0.150591017,0.044362292,0.027726433,0.615384615,0.384615385,0.409444444,-0.216481481,0.433333333,-0.166666667,0.066666667,0.166666667,0,2,,1000
9,187,0.693548383,0.999999991,0.850877186,7,4,1,0,4.737967914,5,0,0,1,0,0,0,-0.75,461480,2564.082118,947,0,0.839951457,0.040002806,0.040001167,0.040001258,0.040043312,0.293769866,-0.023966942,0.010695187,0.010695187,0.5,0.5,0.168181818,-0.3,0,0.1,0.5,0.1,0,2,,1000
13,168,0.605095538,0.999999988,0.813953479,9,4,1,0,4.321428571,4,0,0,1,0,0,0,85.75,402250,2818.139554,1850,0,0.523908769,0.050001193,0.321974045,0.050000226,0.054115767,0.456111111,0.303333333,0.077380952,0.005952381,0.928571429,0.071428571,0.380769231,-0.4,0.1,0.3,0.4,0.3,1,4,,2700
11,310,0.558441557,0.999999995,0.709677416,10,6,1,0,4.751612903,8,0,0,0,0,1,0,136.875,293012.5,2658.998857,4460,0,0.025058179,0.400572254,0.025013719,0.025000179,0.524355668,0.506134921,0.144857143,0.064516129,0.009677419,0.869565217,0.130434783,0.285619048,-0.308333333,0,0,0.5,0,0,3,,1600
11,317,0.602605861,0.999999994,0.856249995,5,1,1,0,4.422712934,5,0,0,0,0,0,1,125.75,296260,2692.843666,840,0,0.04000581,0.040178585,0.241139734,0.040105848,0.638570024,0.434122807,0.083734336,0.034700315,0.018927445,0.647058824,0.352941176,0.330995671,-0.325,0,0,0.5,0,0,2,,926
7,232,0.701298698,0.999999993,0.917910441,4,3,0,1,4.267241379,6,0,0,0,0,0,0,134.3333333,486283.3333,4890.970482,1000,0,0.033333497,0.374375085,0.033333425,0.525624576,0.033333417,0.427539683,0.225925926,0.081896552,0.017241379,0.826086957,0.173913043,0.419573935,-0.176388889,0,0,0.5,0,1,4,,3300
11,881,0.450653983,0.999999998,0.61111111,28,1,14,0,4.531214529,10,0,0,0,0,1,0,58.259,275550,3530.667871,3700,0,0.020108347,0.020015987,0.02000776,0.227293587,0.712574319,0.56027745,0.204613538,0.039727582,0.014755959,0.729166667,0.270833333,0.449440322,-0.255448718,0,0,0.5,0,1,4,,2500
7,940,0.488372092,0.999999998,0.712927755,13,1,11,0,4.413829787,7,0,1,0,0,0,0,282.2857143,173285.7143,2264.291103,2100,0,0.028573412,0.441724023,0.028572911,0.186762521,0.314367134,0.505757784,0.162126068,0.059574468,0.032978723,0.643678161,0.356321839,0.462733844,-0.357590886,0.1,0.3,0.4,0.3,0,2,,929
13,235,0.663755456,0.999999993,0.798611106,2,2,0,0,4.208510638,10,0,1,0,0,0,0,202,172040,2870.530178,3750,0,0.020000601,0.919942048,0.020000376,0.020056728,0.020000247,0.440967498,0.184353741,0.046808511,0.004255319,0.916666667,0.083333333,0.374675325,-0.25,0.1,0,0.4,0,1,5,,87600
11,707,0.62108262,0.999999998,0.761523045,5,5,1,1,5.445544554,9,0,1,0,0,0,0,244,182654.2222,2267.854083,826.6,0,0.02222278,0.911081971,0.022222624,0.022250146,0.022222479,0.399182153,0.22965302,0.065063649,0.024045262,0.73015873,0.26984127,0.572787267,-0.317892157,0,0,0.5,0,0,1,,702
8,1351,0.418498862,0.999999999,0.610256409,6,6,10,0,4.29015544,10,0,0,0,0,1,0,162.359,320340,3448.690512,2675,0,0.434921112,0.020014339,0.020006692,0.159989396,0.365068461,0.466201203,0.165682106,0.053293856,0.021465581,0.712871287,0.287128713,0.394427008,-0.269109195,0.433333333,-0.166666667,0.066666667,0.166666667,1,4,,3100
11,440,0.564814814,0.999999996,0.774193545,2,1,4,0,4.468181818,6,0,1,0,0,0,0,260,241966.6667,4313.837629,1100,0,0.033334541,0.522091898,0.033333925,0.377905705,0.03333393,0.447299652,0.048302714,0.038636364,0.029545455,0.566666667,0.433333333,0.351298701,-0.291666667,0.433333333,-0.166666667,0.066666667,0.166666667,0,2,,973
12,205,0.594736839,0.999999991,0.783018861,4,2,1,0,4.458536585,4,0,0,1,0,0,0,-1,576850,3476.730929,10750,0,0.550009716,0.050004365,0.050000639,0.050000075,0.299985204,0.51738292,0.175426997,0.03902439,0.014634146,0.727272727,0.272727273,0.310795455,-0.113888889,0,0,0.5,0,1,5,,4700
8,439,0.540415703,0.999999996,0.705426354,5,3,1,0,4.71070615,6,0,0,0,0,0,1,-1,272066.6667,1935.235583,9147.666667,0,0.033333996,0.033333985,0.8666633,0.033333775,0.033334945,0.384984127,0.063428571,0.020501139,0.013667426,0.6,0.4,0.348412698,-0.241666667,0.4,-0.4,0.1,0.4,0,1,,625
14,1569,0.350555919,0.999999999,0.516237401,10,1,3,3,4.859783301,9,0,0,0,0,0,1,191.5555556,251988.8889,2723.771513,4400,0,0.022857953,0.022225841,0.619894586,0.022222344,0.312799276,0.497493639,0.07380341,0.048438496,0.040790312,0.542857143,0.457142857,0.354998291,-0.200217014,0.5,0.125,0,0.125,0,3,,1400
13,275,0.567272725,0.999999995,0.71038251,8,4,1,2,5.163636364,10,0,0,1,0,0,0,276.259,312800,2785.942404,1350,0,0.620039713,0.020000194,0.020447358,0.020000065,0.31951267,0.346909572,0.101731602,0.032727273,0.014545455,0.692307692,0.307692308,0.324410774,-0.145833333,1,-0.125,0.5,0.125,0,1,,637
9,406,0.566750628,0.999999996,0.738775507,7,2,6,1,4.554187192,10,1,0,0,0,0,0,326.5,250720,4119.18692,3650,0,0.137642147,0.020011374,0.123221145,0.529077741,0.190047593,0.561666667,0.253125,0.056650246,0.019704433,0.741935484,0.258064516,0.446376812,-0.205208333,0,0,0.5,0,0,3,,1500
10,570,0.460980035,0.999999997,0.598337948,31,17,9,6,4.629824561,10,0,0,0,0,0,0,262.2,235210,4747.266376,21520,0,0.020010015,0.020004813,0.020015222,0.805703786,0.134266164,0.498122294,0.186719426,0.047368421,0.012280702,0.794117647,0.205882353,0.34652878,-0.326785714,1,0.5,0.5,0.5,1,4,,3000
13,1120,0.425493716,0.999999998,0.636655948,2,2,0,9,4.346428571,6,0,1,0,0,0,0,172.1666667,247266.6667,2649.416682,1689,0,0.033334247,0.637144354,0.033333742,0.262853876,0.03333378,0.570455661,0.169578135,0.067857143,0.029464286,0.697247706,0.302752294,0.428525006,-0.322516835,0.4,0.8,0.1,0.8,0,2,,903
9,328,0.545454544,0.999999995,0.637837834,6,1,6,0,4.204268293,8,0,0,0,0,1,0,177.57375,259725,3963.346916,10300,0,0.327203606,0.025004345,0.025001514,0.1548349,0.467955634,0.46203442,0.167812473,0.067073171,0.039634146,0.628571429,0.371428571,0.403652105,-0.198824786,0.366666667,-0.033333333,0.133333333,0.033333333,0,2,,1100
12,576,0.57781753,0.999999997,0.757834756,14,3,2,0,4.885416667,8,0,0,0,0,1,0,335,245950,2840.826588,3550,0,0.15044281,0.025002802,0.525198304,0.139140162,0.160215922,0.458873457,0.119090208,0.027777778,0.006944444,0.8,0.2,0.336008523,-0.272222222,0,0,0.5,0,1,4,,1700
13,577,0.516934045,0.999999997,0.688235292,6,3,0,2,4.64644714,10,0,0,0,0,0,1,-0.223,531510,4793.502578,5766.666667,0,0.220608131,0.121679412,0.220287562,0.417118315,0.02030658,0.512261413,0.136254181,0.041594454,0.024263432,0.631578947,0.368421053,0.397542388,-0.308035714,0.05,0,0.45,0,1,5,,4200
13,554,0.555147058,0.999999997,0.701408449,6,1,4,0,4.898916968,10,0,0,0,0,0,1,142.5,373790,3659.879781,19700,0,0.38794312,0.020016286,0.33015039,0.020023858,0.241866346,0.442191433,0.068857596,0.032490975,0.023465704,0.580645161,0.419354839,0.330696849,-0.235622711,0.454545455,0.136363636,0.045454545,0.136363636,0,1,,588
11,1884,0.386530843,0.999999999,0.49958368,72,3,31,0,4.903397028,10,0,1,0,0,0,0,4,310410,3203.79919,8666.666667,0,0.020000773,0.267279801,0.320090236,0.372628101,0.020001089,0.617604238,0.053536967,0.02866242,0.015392781,0.65060241,0.34939759,0.383686067,-0.496182266,1,0.5,0.5,0.5,0,2,,1200
10,3662,0.187208345,0.999999999,0.344155844,13,2,1,0,3.798197706,6,0,0,0,0,0,1,152.3333333,272250,2104.635583,12450,0,0.033333458,0.033333398,0.866665033,0.033333419,0.033334692,0.451284004,0.126701155,0.030311305,0.013107591,0.698113208,0.301886792,0.380399945,-0.268373843,0,0,0.5,0,0,3,,1500
