,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,marital_divorced,marital_married,marital_single
1836,34,3,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,1,0
1837,41,7,6,3,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,0,0,1,0,1,0
1838,36,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
1839,33,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1840,36,11,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
1841,58,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1842,40,3,999,1,-1.8,93.075,-47.1,1.466,5099.1,no,1,0,0,0,1,0
1843,36,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
1844,49,4,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1,0,0,1,0,0
1845,45,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
1846,36,1,4,4,-1.7,94.055,-39.8,0.72,4991.6,yes,0,0,1,0,0,1
1847,32,1,999,0,-1.7,94.055,-39.8,0.7040000000000001,4991.6,yes,0,1,0,0,0,1
1848,55,9,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,1,0,0
1849,28,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
1850,76,1,3,1,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes,0,0,1,0,1,0
1851,46,2,999,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,1,0,0,0,1,0
1852,28,1,999,0,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no,0,1,0,0,0,1
1853,30,3,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
1854,52,3,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,0,1
1855,42,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1856,51,10,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
1858,47,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,1,0,0
1859,56,2,3,1,-3.4,92.649,-30.1,0.716,5017.5,yes,0,0,1,1,0,0
1860,33,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,0,1
1861,38,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1862,32,2,15,1,-1.7,94.215,-40.3,0.846,4991.6,no,0,0,1,0,0,1
1863,31,2,999,1,-1.8,93.876,-40.0,0.677,5008.7,yes,1,0,0,0,0,1
1864,35,6,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
1865,41,3,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,1,0,0,0,1,0
1866,41,1,3,1,-3.4,92.649,-30.1,0.715,5017.5,yes,0,0,1,0,1,0
1867,30,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1868,36,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,0,1
1869,38,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1870,28,1,999,1,-1.7,94.027,-38.3,0.9,4991.6,no,1,0,0,0,0,1
1871,35,1,10,1,-1.8,93.749,-34.6,0.644,5008.7,yes,0,0,1,0,1,0
1872,42,1,999,1,-2.9,92.20100000000001,-31.4,0.884,5076.2,no,1,0,0,0,0,1
1873,40,1,999,0,-2.9,92.963,-40.8,1.252,5076.2,yes,0,1,0,0,0,1
1874,31,3,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,0,1
1875,39,1,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,0,1
1876,37,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1877,52,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
1878,33,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1879,37,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no,0,1,0,0,1,0
1880,34,16,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
1881,32,8,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,0,1
1882,56,6,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
1883,47,2,999,0,1.4,93.444,-36.1,4.97,5228.1,no,0,1,0,0,1,0
1884,41,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1885,34,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
1886,35,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
1887,19,4,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,0,0,1
1888,28,1,999,0,1.4,93.91799999999999,-42.7,4.956,5228.1,no,0,1,0,0,0,1
1889,41,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,1,0,0
1890,27,5,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,0,1
1891,36,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
1892,35,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
1893,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
1894,43,3,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1895,42,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
1896,30,1,999,0,-1.1,94.601,-49.5,0.953,4963.6,no,0,1,0,0,0,1
1897,34,1,999,0,-2.9,92.963,-40.8,1.266,5076.2,no,0,1,0,0,0,1
1898,26,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1899,30,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1900,61,2,999,0,-1.8,93.749,-34.6,0.659,5008.7,no,0,1,0,0,1,0
1901,48,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
1902,38,3,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
1903,50,2,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
1904,32,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1905,36,3,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1906,28,10,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
1907,35,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1908,37,3,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,0,0,1
1909,48,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1910,35,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
1911,47,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1912,29,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,yes,0,1,0,0,0,1
1913,53,4,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
1914,27,4,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1915,28,6,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
1916,52,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,no,1,0,0,1,0,0
1917,39,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,0,1,0,0,1,0
1918,56,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
1919,39,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
1920,33,10,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
1921,53,1,999,0,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no,0,1,0,0,1,0
1922,32,2,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
1923,29,2,999,0,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,no,0,1,0,0,0,1
1924,36,7,999,0,-2.9,92.469,-33.6,0.937,5076.2,no,0,1,0,0,1,0
1925,24,2,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,0,1
1926,49,4,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
1927,28,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,0,1
1928,51,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
1929,33,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,0,1,0,0,1,0
1930,34,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
1931,35,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,no,0,1,0,0,1,0
1932,39,1,6,2,-3.0,92.713,-33.0,0.706,5023.5,yes,0,0,1,0,0,1
1933,34,3,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,0,1,0
1934,29,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,0,1
1935,49,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,1,0
1936,32,7,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,0,1,0,0,0,1
1937,53,4,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
1938,51,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
1939,37,3,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,0,1
1940,29,7,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
1941,51,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
1942,30,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,yes,0,1,0,0,0,1
1943,41,2,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
1944,39,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes,0,1,0,0,1,0
1945,27,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1946,26,1,7,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,0,0,1,0,1,0
1947,31,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,0,1
1948,49,8,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,1,0,0
1949,47,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
1950,39,4,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1951,56,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1952,42,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
1953,44,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1954,52,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
1955,25,1,999,0,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,no,0,1,0,0,0,1
1956,36,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,0,1
1957,41,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
1958,37,2,999,2,-1.8,93.075,-47.1,1.41,5099.1,no,1,0,0,0,0,1
1959,38,2,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
1960,34,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,1,0,0,0,1,0
1961,31,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,0,1
1962,39,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
1963,36,2,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,1,0,0,1,0,0
1964,38,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1965,39,2,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,1,0,0
1966,32,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes,0,1,0,0,1,0
1967,51,2,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1968,52,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,1,0,0,0,1,0
1969,55,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,no,1,0,0,0,1,0
1970,35,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
1971,41,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
1972,29,13,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,1,0
1973,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
1974,51,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
1975,35,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,0,1
1976,34,2,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,0,1
1977,47,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
1978,32,2,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
1979,39,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1980,56,3,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
1981,31,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,0,1,0,0,1,0
1982,46,5,999,1,-0.1,93.2,-42.0,4.021,5195.8,yes,1,0,0,1,0,0
1983,44,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1984,36,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,1,0,0,0,1,0
1985,31,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,1,0,0
1986,37,3,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,0,1,0,0,1,0
1987,32,2,999,0,-1.8,92.84299999999999,-50.0,1.703,5099.1,no,0,1,0,0,0,1
1988,48,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,1,0,0
1989,51,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,1,0,0,0,1,0
1990,30,4,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
1991,37,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
1992,38,1,999,0,-1.7,94.055,-39.8,0.7290000000000001,4991.6,no,0,1,0,0,0,1
1993,36,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,1,0
1994,55,1,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,0,1,0,1,0,0
1995,51,2,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,1,0
1996,42,6,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
1997,29,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,no,1,0,0,0,1,0
1998,59,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,1,0,0,0,1,0
1999,31,17,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,0,1
2000,31,2,999,1,-3.0,92.713,-33.0,0.7090000000000001,5023.5,yes,1,0,0,0,1,0
2001,34,1,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
2002,37,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
2003,25,19,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,0,1
2004,34,3,999,2,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,1,0,0,0,1,0
2005,37,3,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
2006,26,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
2007,24,4,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
2008,37,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,1,0,0
2009,28,1,999,0,1.4,94.465,-41.8,4.955,5228.1,no,0,1,0,0,0,1
2010,31,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,1,0
2011,32,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,0,1
2012,52,1,999,0,1.4,94.465,-41.8,4.864,5228.1,yes,0,1,0,0,1,0
2013,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2014,36,1,999,0,-1.1,94.76700000000001,-50.8,1.046,4963.6,yes,0,1,0,0,0,1
2015,32,1,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,0,1,0
2016,24,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
2017,48,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,1,0,0
2018,57,1,3,5,-1.1,94.199,-37.5,0.877,4963.6,yes,0,0,1,1,0,0
2019,36,1,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,0,1
2020,46,1,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,1,0,0,0,1,0
2021,55,4,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,1,0,0
2022,34,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,1,0,0,1,0,0
2023,37,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
2024,33,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
2025,29,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
2026,30,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,1,0,0
2027,33,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
2028,31,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2029,47,3,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
2030,24,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,0,1,0,0,0,1
2031,30,4,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
2032,48,2,999,0,1.4,94.465,-41.8,4.958,5228.1,no,0,1,0,0,1,0
2033,29,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
2034,47,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
2035,32,3,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,1,0
2036,32,2,999,0,-1.7,94.215,-40.3,0.846,4991.6,yes,0,1,0,0,0,1
2037,48,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,1,0
2038,34,2,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
2039,42,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
2040,33,4,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,0,1
2041,28,2,4,1,-3.4,92.431,-26.9,0.752,5017.5,no,0,0,1,0,0,1
2042,58,1,999,0,1.1,93.994,-36.4,4.856,5191.0,yes,0,1,0,0,1,0
2043,43,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
2044,28,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes,0,1,0,0,0,1
2045,37,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes,0,1,0,0,0,1
2046,43,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2047,30,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,0,1
2048,36,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,0,1
2049,50,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2050,37,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
2051,30,3,999,1,-1.8,93.075,-47.1,1.405,5099.1,no,1,0,0,0,0,1
2052,46,2,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,0,1
2053,34,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,0,1,0,0,0,1
2054,52,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,1,0,0
2055,54,7,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,0,1,0,0,1,0
2056,43,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
2057,35,3,999,1,-1.8,92.89299999999999,-46.2,1.354,5099.1,no,1,0,0,0,1,0
2058,40,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
2059,32,3,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
2060,31,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
2061,41,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
2062,29,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
2063,53,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
2064,47,3,999,0,1.4,93.444,-36.1,4.965,5228.1,yes,0,1,0,0,1,0
2065,51,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
2066,35,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
2067,51,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
2068,44,3,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
2069,59,2,999,0,1.4,94.465,-41.8,4.962,5228.1,no,0,1,0,0,1,0
2070,31,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
2071,31,2,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,1,0,0
2072,41,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
2073,32,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,0,1,0,0,1,0
2074,32,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,0,1
2075,56,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
2076,51,5,999,0,-2.9,92.469,-33.6,0.9209999999999999,5076.2,yes,0,1,0,0,1,0
2077,53,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
2078,25,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
2079,33,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,no,1,0,0,0,1,0
2080,41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2081,28,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
2082,48,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes,0,1,0,0,1,0
2083,28,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,0,1
2084,43,17,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,1,0
2085,29,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
2086,36,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,1,0,0
2087,30,8,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,0,0,1
2088,49,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,0,1
2089,55,1,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
2090,34,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,0,1
2091,29,1,4,2,-2.9,92.20100000000001,-31.4,0.873,5076.2,no,0,0,1,0,1,0
2092,35,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,no,0,1,0,0,0,1
2093,40,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
2094,42,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
2095,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,0,1
2096,47,3,999,1,-0.1,93.2,-42.0,4.021,5195.8,no,1,0,0,0,1,0
2097,39,4,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
2098,55,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
2099,44,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
2100,34,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
2101,45,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
2102,50,1,3,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,0,0,1,0,1,0
2103,55,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,0,1,0
2104,28,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
2105,30,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
2106,32,4,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
2107,31,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
2108,32,12,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
2109,39,5,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
2110,24,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,0,1
2111,57,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,yes,0,1,0,0,1,0
2112,27,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,1,0
2113,44,2,999,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,0,1,0,0,1,0
2114,32,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,0,1,0,0,1,0
