,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,default
2113,44,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,no
2114,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
2115,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
2116,29,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2117,31,1,10,1,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes,no
2119,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
2121,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
2122,31,2,3,6,success,-1.1,94.76700000000001,-50.8,1.048,4963.6,no,no
2124,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
2125,45,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2126,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,no
2127,30,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2128,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2130,27,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
2131,46,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2132,29,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2133,43,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2134,26,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,no,no
2135,47,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2137,29,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
2138,33,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes,no
2139,56,1,3,2,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
2140,30,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,no
2141,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
2142,33,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no,no
2143,49,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2144,33,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
2145,58,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,no
2147,48,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no,no
2148,39,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no,no
2149,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2152,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2153,39,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.921,5195.8,yes,no
2154,30,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,no
2155,48,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,no
2156,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2157,29,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2158,38,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
2160,62,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,no
2161,30,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
2162,36,1,3,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes,no
2163,32,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2164,56,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
2165,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2166,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2167,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
2168,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
2169,21,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes,no
2171,31,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,no
2172,37,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
2173,37,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2174,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2175,47,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2176,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2177,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2178,57,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2179,29,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
2180,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
2181,40,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2183,27,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2184,41,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2186,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2187,55,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes,no
2188,54,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,no,no
2189,56,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2191,40,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2192,49,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
2193,30,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2194,29,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
2195,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2196,30,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
2197,34,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2198,44,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2199,32,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
2200,38,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.03,4963.6,yes,no
2201,37,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
2202,29,23,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
2203,30,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2204,54,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,no
2205,43,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2206,33,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2208,57,6,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.031,4963.6,no,no
2209,29,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2211,48,1,3,3,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,yes,no
2212,30,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2213,45,1,999,2,failure,-3.4,92.37899999999999,-29.8,0.741,5017.5,no,no
2214,42,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
2215,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2216,28,9,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
2217,53,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,no
2218,58,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no,no
2219,32,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
2220,31,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2221,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2222,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2223,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2224,32,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
2225,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2229,64,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no,no
2230,30,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2231,31,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,no
2233,38,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2234,37,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2237,50,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2238,34,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2239,45,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2242,34,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes,no
2243,31,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes,no
2244,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2245,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2246,50,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2247,53,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2248,27,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2249,57,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2250,37,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
2252,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
2253,32,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
2254,34,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2255,25,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2258,29,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,no
2261,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2262,40,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
2263,27,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,no
2264,55,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no,no
2265,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2266,54,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2268,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
2269,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,no
2270,26,1,999,1,failure,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no,no
2271,52,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2272,44,2,4,1,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,no
2274,42,1,999,1,failure,-2.9,92.963,-40.8,1.099,5076.2,no,no
2275,44,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
2276,27,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
2277,28,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes,no
2278,47,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,yes,no
2279,34,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
2281,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2282,25,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no,no
2283,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2285,50,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no,no
2286,22,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
2289,34,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2290,50,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2291,25,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no,no
2292,51,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2294,59,3,6,1,success,-3.0,92.713,-33.0,0.7,5023.5,no,no
2296,40,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2297,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2298,32,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
2299,33,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes,no
2301,32,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,no
2303,31,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes,no
2304,38,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,no
2305,30,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes,no
2306,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes,no
2307,44,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
2308,35,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2311,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
2312,65,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no,no
2313,43,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2314,40,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,no
2315,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
2316,66,1,999,1,failure,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,no
2317,44,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no,no
2318,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
2320,26,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2321,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
2322,45,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2323,35,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,no
2324,42,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,no
2325,36,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no,no
2326,46,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,no
2327,35,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2328,24,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
2329,50,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2330,36,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
2331,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,no
2333,42,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2334,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
2335,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,no
2336,25,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
2337,58,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2338,33,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2339,42,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
2341,49,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2343,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
2344,26,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
2346,43,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2347,26,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
2348,34,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
2349,24,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2350,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2351,38,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2353,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2354,25,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,no,no
2355,26,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2356,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2357,38,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2358,37,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no,no
2359,22,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes,no
2360,50,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2361,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
2362,35,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2363,48,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2364,25,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2365,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2366,52,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes,no
2367,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2369,30,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2370,32,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2371,52,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,no
2372,44,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no,no
2373,29,3,3,1,success,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes,no
2374,41,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2375,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2376,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
2377,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2381,23,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
2382,50,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,no
2383,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes,no
2384,31,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
2385,48,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2386,27,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2387,24,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
2388,35,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
2390,37,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
2391,33,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2392,58,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2393,54,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2394,54,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2395,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2397,34,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
2399,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2400,59,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2402,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2403,47,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.755,5017.5,no,no
2404,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2405,30,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2406,24,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,no,no
2407,58,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,no,no
2408,44,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
2409,36,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,no,no
2410,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
2411,31,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
2413,35,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
2414,29,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
2415,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
2416,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2419,38,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
2420,36,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
2421,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2422,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
2423,48,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2424,31,4,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no,no
2428,41,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
2429,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
2430,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes,no
2431,34,3,3,2,success,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes,no
2433,41,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2,yes,no
2434,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
2437,39,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
2438,38,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
2439,52,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
2440,57,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,no
2441,38,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
2442,31,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2445,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
2446,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
2447,32,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
2448,40,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
2450,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
2453,44,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no,no
2454,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
2455,38,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes,no
2457,49,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
2458,51,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no,no
2459,55,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
2460,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
2462,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
2463,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2464,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
2466,39,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
2469,30,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
2471,37,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,no
2473,54,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
2474,35,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,no,no
2475,41,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
2476,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
2477,30,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2478,43,3,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
2479,31,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
2480,33,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes,no
2481,30,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2482,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2483,32,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
2485,41,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
2486,60,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2487,42,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
2488,39,2,6,3,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,yes,no
2489,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
2490,29,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
2491,40,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
2492,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
2493,38,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
2494,37,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
2496,26,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
