,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree
2040,33,technician,single,professional.course,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2041,28,unemployed,single,basic.4y,0,1,0,0,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2042,58,retired,married,basic.4y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2043,43,management,married,high.school,0,1,1,0,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2044,28,technician,single,university.degree,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2045,37,admin.,single,university.degree,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2046,43,blue-collar,married,basic.4y,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2047,30,admin.,single,university.degree,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2048,36,self-employed,single,university.degree,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2049,50,management,married,university.degree,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2050,37,self-employed,married,basic.9y,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2051,30,admin.,single,high.school,0,1,0,0,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2052,46,technician,single,university.degree,0,0,0,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2053,34,technician,single,high.school,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2054,52,admin.,divorced,basic.6y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2055,54,technician,married,university.degree,0,0,0,0,may,fri,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2056,43,services,married,university.degree,0,1,0,0,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2057,35,services,married,high.school,0,0,0,0,may,mon,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2058,40,entrepreneur,married,basic.4y,0,1,0,0,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2059,32,blue-collar,married,basic.9y,0,1,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2060,31,technician,married,professional.course,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2061,41,blue-collar,married,basic.4y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2062,29,blue-collar,married,high.school,0,1,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2063,53,blue-collar,married,basic.9y,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2064,47,admin.,married,high.school,0,1,0,0,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2065,51,services,married,high.school,0,1,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2066,35,technician,single,professional.course,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2067,51,technician,married,basic.6y,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2068,44,blue-collar,married,basic.6y,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2069,59,admin.,married,university.degree,0,1,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2070,31,management,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2071,31,admin.,divorced,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2072,41,technician,married,professional.course,0,0,0,0,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2073,32,services,married,high.school,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2074,32,housemaid,single,high.school,0,0,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2075,56,admin.,single,basic.9y,0,0,0,0,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2076,51,admin.,married,university.degree,0,1,0,0,jul,fri,5,999,0,nonexistent,-2.9,92.469,-33.6,0.9209999999999999,5076.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2077,53,blue-collar,married,basic.4y,0,0,1,0,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2078,25,technician,single,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2079,33,management,married,university.degree,0,0,1,0,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2080,41,blue-collar,married,basic.9y,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2081,28,services,single,university.degree,0,0,0,0,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2082,48,management,married,basic.9y,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2083,28,blue-collar,single,basic.9y,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2084,43,services,married,basic.9y,0,0,0,1,jun,thu,17,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2085,29,management,single,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2086,36,blue-collar,divorced,high.school,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2087,30,admin.,single,university.degree,0,1,0,0,jul,thu,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2088,49,admin.,single,basic.6y,0,1,1,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2089,55,admin.,married,high.school,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2090,34,management,single,university.degree,0,1,1,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2091,29,management,married,university.degree,0,1,0,0,aug,thu,1,4,2,success,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2092,35,admin.,single,university.degree,0,1,1,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2093,40,technician,married,basic.9y,0,0,0,0,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2094,42,housemaid,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2095,34,admin.,single,high.school,0,1,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2096,47,technician,married,high.school,0,1,0,0,nov,fri,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2097,39,admin.,married,university.degree,0,1,0,0,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2098,55,technician,married,basic.6y,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2099,44,services,married,high.school,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2100,34,blue-collar,married,basic.6y,0,0,1,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2101,45,admin.,married,university.degree,0,1,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2102,50,admin.,married,university.degree,0,1,0,0,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2103,55,self-employed,married,basic.9y,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2104,28,admin.,married,high.school,0,0,0,0,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2105,30,technician,married,high.school,0,0,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2106,32,housemaid,married,basic.4y,0,1,0,0,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2107,31,management,married,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2108,32,services,married,high.school,0,1,0,0,may,thu,12,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2109,39,blue-collar,married,professional.course,0,0,0,1,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2110,24,admin.,single,high.school,0,1,1,0,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2111,57,retired,married,professional.course,0,1,0,0,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2112,27,technician,married,university.degree,0,1,0,0,may,fri,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2113,44,admin.,married,university.degree,0,1,0,0,aug,thu,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2114,32,admin.,married,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2115,37,housemaid,married,university.degree,0,1,0,1,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2116,29,admin.,married,university.degree,0,0,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2117,31,unemployed,single,university.degree,0,1,0,0,mar,tue,1,10,1,success,-1.8,93.369,-34.8,0.6459999999999999,5008.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2118,58,blue-collar,married,basic.4y,0,1,0,0,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2119,32,technician,single,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2120,48,services,married,basic.4y,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2121,42,blue-collar,married,professional.course,0,1,0,0,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2122,31,admin.,single,university.degree,0,0,1,0,nov,wed,2,3,6,success,-1.1,94.76700000000001,-50.8,1.048,4963.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2123,41,blue-collar,married,basic.9y,0,0,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2124,33,self-employed,single,basic.4y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2125,45,technician,married,professional.course,0,0,0,1,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2126,30,admin.,married,university.degree,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2127,30,admin.,single,university.degree,0,0,0,1,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2128,53,self-employed,married,basic.9y,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2129,32,blue-collar,single,basic.6y,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2130,27,admin.,single,university.degree,0,1,0,0,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2131,46,admin.,married,high.school,0,1,0,0,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2132,29,admin.,single,university.degree,0,0,0,0,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2133,43,management,married,university.degree,0,0,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2134,26,admin.,single,university.degree,0,0,0,0,oct,fri,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2135,47,admin.,married,university.degree,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2136,39,blue-collar,married,basic.9y,0,0,0,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2137,29,self-employed,single,university.degree,0,1,1,0,jul,thu,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2138,33,admin.,single,university.degree,0,0,0,0,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2139,56,retired,married,high.school,0,1,1,0,aug,tue,1,3,2,success,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2140,30,technician,single,university.degree,0,1,0,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2141,32,technician,married,university.degree,0,0,1,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2142,33,services,married,professional.course,0,0,0,0,oct,mon,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2143,49,technician,married,university.degree,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2144,33,blue-collar,married,basic.6y,0,1,0,0,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2145,58,self-employed,married,university.degree,0,0,0,0,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2146,37,admin.,married,professional.course,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2147,48,housemaid,married,high.school,0,0,0,0,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2148,39,technician,married,basic.6y,0,0,0,0,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2149,53,admin.,single,basic.6y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2150,59,housemaid,married,basic.4y,0,0,1,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2151,40,admin.,married,university.degree,0,0,1,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2152,44,blue-collar,single,basic.9y,0,1,1,0,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2153,39,technician,married,professional.course,0,0,0,1,oct,thu,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.921,5195.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2154,30,self-employed,married,university.degree,0,1,0,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2155,48,admin.,married,university.degree,0,1,0,0,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2156,51,technician,divorced,high.school,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2157,29,admin.,married,university.degree,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2158,38,blue-collar,single,high.school,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2159,30,blue-collar,married,basic.4y,0,1,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2160,62,retired,single,university.degree,0,1,1,0,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2161,30,technician,single,professional.course,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2162,36,admin.,single,high.school,0,1,0,0,aug,fri,1,3,2,success,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2163,32,student,single,university.degree,0,0,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2164,56,unemployed,married,basic.9y,0,1,1,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
